Id,dia_de_la_semana,dia,mes,ano,contador_ruta_reforma222,contador_ruta_revolucion,contador_ruta_patriotismo
1189,miércoles,10,agosto,2016,2804,795,914
1190,sábado,20,agosto,2016,1192,524,430
1191,sábado,27,agosto,2016,1292,504,505
1192,lunes,5,septiembre,2016,2543,673,808
1193,jueves,22,septiembre,2016,3505,1118,1216
1194,martes,27,septiembre,2016,2691,770,924
1195,domingo,30,octubre,2016,1057,647,1214
1196,miércoles,16,noviembre,2016,1988,585,655
1197,domingo,20,noviembre,2016,921,392,473
1198,miércoles,23,noviembre,2016,2764,1005,1128
1199,lunes,19,diciembre,2016,2538,801,864
1200,lunes,16,enero,2017,2948,1023,1077
1201,jueves,26,enero,2017,3178,1077,125
1202,sábado,28,enero,2017,1604,648,676
1203,jueves,9,febrero,2017,3187,1089,1273
1204,sábado,11,febrero,2017,1599,818,841
1205,martes,14,febrero,2017,3191,1137,1304
1206,viernes,24,febrero,2017,309,1113,1218
1207,martes,7,marzo,2017,3248,1103,1382
1208,jueves,9,marzo,2017,289,972,1298
1209,jueves,16,marzo,2017,2617,903,1138
1210,sábado,18,marzo,2017,1432,604,592
1211,jueves,27,abril,2017,3281,1117,928
1212,miércoles,10,mayo,2017,2681,928,111
1213,martes,6,junio,2017,2869,989,1267
1214,domingo,11,junio,2017,1193,624,774
1215,martes,13,junio,2017,2779,987,1298
1216,sábado,17,junio,2017,1538,749,714
1217,viernes,23,junio,2017,3111,1128,1317
1218,martes,1,agosto,2017,NA,1019,1103
1219,miércoles,2,agosto,2017,NA,1049,1125
1220,martes,22,agosto,2017,NA,1111,1054
1221,viernes,22,septiembre,2017,NA,NA,978
1222,sábado,7,octubre,2017,NA,NA,574
1223,martes,10,octubre,2017,NA,NA,1262
1224,sábado,14,octubre,2017,NA,NA,607
1225,viernes,10,noviembre,2017,3449,1132,1287
1226,lunes,18,diciembre,2017,2868,922,101
1227,domingo,25,octubre,2015,1192,NA,NA
1228,miércoles,18,febrero,2015,2767,NA,NA
1229,miércoles,25,febrero,2015,2922,NA,NA
1230,martes,17,febrero,2015,2674,NA,NA
1231,sábado,31,enero,2015,1383,NA,NA
1232,jueves,25,diciembre,2014,649,NA,NA
1233,domingo,18,enero,2015,129,NA,NA
1234,sábado,24,enero,2015,147,NA,NA
1235,domingo,21,febrero,2016,1083,NA,NA
1236,miércoles,10,diciembre,2014,242,NA,NA
1237,jueves,27,noviembre,2014,2475,NA,NA
1238,martes,9,diciembre,2014,2569,NA,NA
1239,sábado,5,septiembre,2015,1331,NA,NA
1240,lunes,21,septiembre,2015,2591,NA,NA
1241,lunes,7,septiembre,2015,2619,NA,NA
1242,sábado,3,octubre,2015,14,NA,NA
1243,martes,20,octubre,2015,2909,NA,NA
1244,sábado,20,junio,2015,1323,NA,NA
1245,sábado,30,mayo,2015,1024,NA,NA
1246,martes,7,julio,2015,2681,NA,NA
1247,miércoles,20,mayo,2015,2598,NA,NA
1248,sábado,25,abril,2015,16,NA,NA
1249,martes,28,abril,2015,3031,NA,NA
1250,martes,19,mayo,2015,2559,NA,NA
1251,martes,12,mayo,2015,161,NA,NA
1252,martes,5,mayo,2015,2171,NA,NA
1253,martes,11,agosto,2015,2478,NA,NA
1254,jueves,20,agosto,2015,2641,NA,NA
1255,martes,21,julio,2015,2592,NA,NA
1256,martes,14,abril,2015,2915,NA,NA
1257,lunes,13,abril,2015,2858,NA,NA
1258,martes,7,abril,2015,2915,NA,NA
1259,miércoles,16,enero,2019,3981,636,1422
1260,jueves,17,enero,2019,3973,824,1309
1261,jueves,28,febrero,2019,4114,1041,1413
1262,sábado,2,marzo,2019,2229,644,684
1263,martes,19,marzo,2019,3773,1026,1343
1264,lunes,8,abril,2019,3574,918,1252
1265,sábado,27,abril,2019,2046,626,684
1266,miércoles,17,julio,2019,3809,840,1231
1267,sábado,13,julio,2019,1797,474,496
1268,viernes,12,julio,2019,3192,588,952
1269,martes,30,julio,2019,3658,988,1230
1270,miércoles,20,noviembre,2013,2394,NA,NA
1271,sábado,13,agosto,2016,1423,535,519
1272,domingo,21,agosto,2016,976,442,389
1273,lunes,26,septiembre,2016,2842,785,852
1274,martes,18,octubre,2016,2919,1003,1121
1275,miércoles,2,noviembre,2016,1616,619,696
1276,lunes,14,noviembre,2016,2697,801,961
1277,martes,15,noviembre,2016,2751,874,104
1278,miércoles,30,noviembre,2016,2973,951,1155
1279,martes,6,diciembre,2016,2916,952,1196
1280,martes,3,enero,2017,2441,849,896
1281,martes,10,enero,2017,3266,950,116
1282,martes,24,enero,2017,3146,1131,1318
1283,lunes,30,enero,2017,29,107,1192
1284,jueves,2,febrero,2017,3105,1093,1161
1285,viernes,17,febrero,2017,3031,1081,1159
1286,sábado,18,febrero,2017,1545,699,669
1287,martes,21,febrero,2017,3283,1151,1306
1288,lunes,27,febrero,2017,2954,1047,1233
1289,viernes,17,marzo,2017,2978,941,1109
1290,viernes,31,marzo,2017,3094,1076,111
1291,lunes,3,abril,2017,291,1033,880
1292,viernes,14,abril,2017,1465,360,335
1293,martes,25,abril,2017,3247,1143,1113
1294,martes,2,mayo,2017,2896,1058,1269
1295,miércoles,17,mayo,2017,3243,1178,1365
1296,viernes,19,mayo,2017,3112,1107,1242
1297,miércoles,21,junio,2017,3115,115,1402
1298,sábado,12,agosto,2017,NA,672,564
1299,miércoles,16,agosto,2017,NA,1028,1027
1300,viernes,18,agosto,2017,NA,873,877
1301,sábado,2,septiembre,2017,NA,596,NA
1302,viernes,8,septiembre,2017,NA,887,NA
1303,jueves,14,septiembre,2017,NA,1004,1159
1304,viernes,15,septiembre,2017,NA,915,931
1305,lunes,2,octubre,2017,NA,NA,1002
1306,jueves,5,octubre,2017,NA,NA,1209
1307,sábado,21,octubre,2017,NA,NA,620
1308,viernes,27,octubre,2017,NA,NA,117
1309,sábado,9,diciembre,2017,1453,603,581
1310,miércoles,3,enero,2018,NA,889,864
1311,viernes,2,marzo,2018,3353,1393,1202
1312,martes,13,marzo,2018,3266,1711,1368
1313,miércoles,4,abril,2018,2712,954,1149
1314,sábado,21,abril,2018,2426,948,965
1315,jueves,3,mayo,2018,3179,1028,1335
1316,domingo,3,junio,2018,1319,550,587
1317,viernes,8,junio,2018,2933,1044,1212
1318,domingo,17,junio,2018,1248,417,459
1319,lunes,25,junio,2018,269,924,1053
1320,miércoles,27,junio,2018,3039,937,1138
1321,miércoles,4,julio,2018,3108,977,1058
1322,martes,17,julio,2018,2871,891,1094
1323,sábado,28,julio,2018,1567,544,536
1324,lunes,30,julio,2018,2976,936,1105
1325,sábado,18,agosto,2018,159,612,NA
1326,miércoles,5,septiembre,2018,3288,104,NA
1327,miércoles,12,septiembre,2018,2775,843,1201
1328,miércoles,26,septiembre,2018,3018,955,1339
1329,martes,9,octubre,2018,3355,989,1367
1330,jueves,15,noviembre,2018,3417,765,1095
1331,miércoles,21,noviembre,2018,3963,803,1305
1332,martes,27,noviembre,2018,3808,822,1311
1333,sábado,15,diciembre,2018,1897,386,655
1334,martes,1,julio,2014,2702,NA,NA
1335,jueves,10,julio,2014,2219,NA,NA
1336,domingo,20,julio,2014,1249,NA,NA
1337,jueves,24,julio,2014,2339,NA,NA
1338,sábado,23,agosto,2014,1221,NA,NA
1339,domingo,12,octubre,2014,1016,NA,NA
1340,lunes,3,noviembre,2014,2466,NA,NA
1341,miércoles,5,noviembre,2014,2463,NA,NA
1342,lunes,17,noviembre,2014,12,NA,NA
1343,sábado,6,diciembre,2014,1324,NA,NA
1344,lunes,8,diciembre,2014,2329,NA,NA
1345,domingo,4,enero,2015,1221,NA,NA
1346,miércoles,7,enero,2015,2321,NA,NA
1347,sábado,10,enero,2015,1479,NA,NA
1348,martes,10,febrero,2015,2243,NA,NA
1349,sábado,21,febrero,2015,1584,NA,NA
1350,martes,24,febrero,2015,2959,NA,NA
1351,miércoles,11,marzo,2015,221,NA,NA
1352,viernes,13,marzo,2015,2581,NA,NA
1353,sábado,14,marzo,2015,1131,NA,NA
1354,lunes,27,abril,2015,2859,NA,NA
1355,domingo,3,mayo,2015,1146,NA,NA
1356,miércoles,27,mayo,2015,2342,NA,NA
1357,martes,30,junio,2015,1947,NA,NA
1358,miércoles,8,julio,2015,2651,NA,NA
1359,domingo,12,julio,2015,1143,NA,NA
1360,jueves,13,agosto,2015,2303,NA,NA
1361,domingo,16,agosto,2015,1278,NA,NA
1362,martes,18,agosto,2015,2528,NA,NA
1363,martes,8,septiembre,2015,2674,NA,NA
1364,viernes,11,septiembre,2015,2758,NA,NA
1365,sábado,12,septiembre,2015,133,NA,NA
1366,martes,22,septiembre,2015,308,NA,NA
1367,lunes,23,noviembre,2015,2669,NA,NA
1368,jueves,10,diciembre,2015,2728,NA,NA
1369,domingo,13,diciembre,2015,845,NA,NA
1370,miércoles,16,diciembre,2015,2762,NA,NA
1371,martes,29,diciembre,2015,2164,NA,NA
1372,miércoles,3,febrero,2016,2692,NA,NA
1373,martes,22,marzo,2016,2368,NA,NA
1374,viernes,8,abril,2016,2841,NA,NA
1375,domingo,10,abril,2016,1161,NA,NA
1376,lunes,18,abril,2016,2433,NA,NA
1377,domingo,1,mayo,2016,2391,NA,NA
1378,viernes,13,mayo,2016,2725,NA,NA
1379,domingo,15,mayo,2016,887,NA,NA
1380,viernes,3,junio,2016,2497,NA,NA
1381,miércoles,29,junio,2016,2261,722,731
1382,sábado,30,julio,2016,1471,505,405
1383,miércoles,3,agosto,2016,2849,810,796
1384,miércoles,25,diciembre,2013,475,NA,NA
1385,viernes,20,diciembre,2013,2079,NA,NA
1386,sábado,7,diciembre,2013,1253,NA,NA
1387,domingo,8,diciembre,2013,1068,NA,NA
1388,miércoles,22,enero,2014,2515,NA,NA
1389,domingo,16,febrero,2014,1373,NA,NA
1390,lunes,6,enero,2014,1838,NA,NA
1391,sábado,15,marzo,2014,1694,NA,NA
1392,viernes,14,marzo,2014,2714,NA,NA
1393,lunes,17,marzo,2014,1425,NA,NA
1394,domingo,15,junio,2014,1067,NA,NA
1395,sábado,7,junio,2014,1256,NA,NA
1396,miércoles,2,abril,2014,2635,NA,NA
1397,viernes,11,abril,2014,2747,NA,NA
1398,jueves,27,marzo,2014,2879,NA,NA
1399,jueves,22,mayo,2014,2355,NA,NA
1400,lunes,7,abril,2014,2457,NA,NA
1401,jueves,9,mayo,2019,3900,1191,1468
1402,miércoles,2,enero,2019,2665,575,747
1403,miércoles,23,enero,2019,3893,939,1392
1404,martes,29,enero,2019,1038,1014,1431
1405,viernes,1,febrero,2019,3927,668,1313
1406,sábado,2,febrero,2019,2241,643,725
1407,viernes,22,marzo,2019,3906,941,1345
1408,miércoles,19,junio,2019,3897,1051,1267
1409,viernes,5,julio,2019,3822,929,1225
1410,lunes,8,julio,2019,2588,819,962
1411,viernes,2,agosto,2019,3507,902,1160
1412,sábado,3,agosto,2019,2066,603,665
1413,miércoles,7,agosto,2019,3212,732,1065
1414,jueves,8,agosto,2019,3841,906,1237
1415,martes,20,agosto,2019,3683,1051,1342
1416,domingo,25,agosto,2019,2238,634,925
1417,miércoles,28,agosto,2019,4028,1021,1314
1418,jueves,29,agosto,2019,3804,917,1275
1419,sábado,31,agosto,2019,2175,594,661
1420,miércoles,4,diciembre,2013,2597,NA,NA
1421,sábado,23,noviembre,2013,1668,NA,NA
1422,miércoles,11,julio,2018,2705,880,1082
1423,domingo,24,junio,2018,2196,497,992
1424,sábado,9,junio,2018,1517,563,640
1425,jueves,2,agosto,2018,2611,996,1126
1426,jueves,26,julio,2018,2999,847,1064
1427,miércoles,22,agosto,2018,2867,929,NA
1428,domingo,19,agosto,2018,1373,496,NA
1429,jueves,23,agosto,2018,3038,860,NA
1430,viernes,10,agosto,2018,NA,853,NA
1431,jueves,29,noviembre,2018,3496,731,1131
1432,lunes,19,noviembre,2018,1883,391,577
1433,martes,16,octubre,2018,3322,104,131
1434,lunes,1,octubre,2018,3264,1035,1357
1435,miércoles,5,marzo,2014,2884,NA,NA
1436,sábado,26,abril,2014,1357,NA,NA
1437,martes,15,abril,2014,1858,NA,NA
1438,jueves,24,abril,2014,2626,NA,NA
1439,miércoles,23,julio,2014,1997,NA,NA
1440,martes,12,agosto,2014,1824,NA,NA
1441,jueves,28,agosto,2014,2928,NA,NA
1442,domingo,27,julio,2014,1356,NA,NA
1443,miércoles,24,septiembre,2014,2417,NA,NA
1444,sábado,27,septiembre,2014,1657,NA,NA
1445,domingo,28,septiembre,2014,146,NA,NA
1446,jueves,20,noviembre,2014,2325,NA,NA
1447,martes,4,noviembre,2014,2688,NA,NA
1448,lunes,1,diciembre,2014,2177,NA,NA
1449,miércoles,21,enero,2015,2874,NA,NA
1450,domingo,8,marzo,2015,1257,NA,NA
1451,viernes,3,abril,2015,1526,NA,NA
1452,lunes,9,marzo,2015,2822,NA,NA
1453,miércoles,31,diciembre,2014,1351,NA,NA
1454,martes,23,diciembre,2014,1976,NA,NA
1455,martes,20,enero,2015,2908,NA,NA
1456,lunes,1,agosto,2016,225,687,707
1457,sábado,4,junio,2016,1349,NA,NA
1458,viernes,27,mayo,2016,2454,NA,NA
1459,lunes,9,mayo,2016,2615,NA,NA
1460,miércoles,24,agosto,2016,1914,667,734
1461,domingo,14,agosto,2016,1105,501,550
1462,viernes,13,diciembre,2013,2222,NA,NA
1463,martes,31,diciembre,2013,1554,NA,NA
1464,miércoles,8,enero,2014,2257,NA,NA
1465,domingo,12,enero,2014,1225,NA,NA
1466,jueves,16,enero,2014,2271,NA,NA
1467,martes,13,diciembre,2016,2847,954,1126
1468,sábado,4,febrero,2017,1428,608,599
1469,jueves,12,enero,2017,2975,1039,1154
1470,lunes,2,enero,2017,206,677,722
1471,miércoles,15,febrero,2017,321,1137,1291
1472,miércoles,15,marzo,2017,2339,741,930
1473,sábado,25,febrero,2017,1559,672,652
1474,martes,13,febrero,2018,3575,1263,1352
1475,domingo,11,marzo,2018,1449,306,674
1476,martes,20,marzo,2018,3094,980,1295
1477,lunes,3,octubre,2016,3473,937,960
1478,miércoles,13,diciembre,2017,3133,1028,1144
1479,domingo,26,noviembre,2017,1242,538,1386
1480,sábado,2,diciembre,2017,1528,652,549
1481,lunes,27,noviembre,2017,3214,1046,1191
1482,lunes,25,diciembre,2017,675,220,218
1483,viernes,29,diciembre,2017,NA,737,587
1484,sábado,10,diciembre,2016,1291,554,541
1485,sábado,3,diciembre,2016,1496,538,560
1486,miércoles,29,marzo,2017,319,115,1363
1487,martes,4,abril,2017,3242,1164,1161
1488,martes,23,mayo,2017,3107,111,1366
1489,lunes,19,junio,2017,2958,1015,128
1490,viernes,7,julio,2017,5854,881,996
1491,domingo,30,julio,2017,NA,590,899
1492,martes,8,agosto,2017,NA,1068,1203
1493,sábado,11,noviembre,2017,1794,703,665
1494,martes,7,noviembre,2017,3605,NA,129
1495,martes,31,octubre,2017,1915,NA,1153
1496,sábado,9,septiembre,2017,NA,455,261
1497,martes,19,septiembre,2017,NA,383,661
1498,miércoles,9,agosto,2017,NA,932,103
1499,jueves,21,septiembre,2017,NA,NA,1107
1500,domingo,3,septiembre,2017,NA,591,NA
1501,domingo,1,abril,2018,1438,523,548
1502,miércoles,2,mayo,2018,3125,987,1259
1503,sábado,19,mayo,2018,1428,634,576
1504,miércoles,22,abril,2015,2864,NA,NA
1505,martes,21,abril,2015,2992,NA,NA
1506,martes,2,junio,2015,274,NA,NA
1507,miércoles,30,diciembre,2015,1878,NA,NA
1508,sábado,17,octubre,2015,1218,NA,NA
1509,lunes,14,diciembre,2015,2492,NA,NA
1510,jueves,5,noviembre,2015,3002,NA,NA
1511,viernes,5,febrero,2016,2627,NA,NA
1512,domingo,7,febrero,2016,941,NA,NA
1513,sábado,23,enero,2016,1237,NA,NA
1514,sábado,30,enero,2016,11,NA,NA
1515,jueves,31,marzo,2016,3123,NA,NA
1516,domingo,3,abril,2016,114,NA,NA
1517,miércoles,23,septiembre,2015,285,NA,NA
1518,jueves,10,septiembre,2015,282,NA,NA
1519,viernes,16,octubre,2015,2632,NA,NA
1520,viernes,9,octubre,2015,2837,NA,NA
1521,miércoles,22,julio,2015,2323,NA,NA
1522,miércoles,15,julio,2015,2717,NA,NA
1523,domingo,19,julio,2015,1004,NA,NA
1524,miércoles,10,febrero,2016,2127,NA,NA
1525,miércoles,24,febrero,2016,3311,NA,NA
1526,viernes,12,febrero,2016,2284,NA,NA
1527,martes,1,marzo,2016,2852,NA,NA
1528,miércoles,18,junio,2014,1775,NA,NA
1529,jueves,19,junio,2014,1683,NA,NA
1530,domingo,6,julio,2014,933,NA,NA
1531,lunes,16,junio,2014,1833,NA,NA
1532,jueves,5,junio,2014,2352,NA,NA
1533,domingo,18,mayo,2014,1353,NA,NA
1534,domingo,1,junio,2014,1264,NA,NA
1535,lunes,5,mayo,2014,2313,NA,NA
1536,domingo,5,mayo,2019,2250,683,598
1537,sábado,16,febrero,2019,2269,598,736
1538,viernes,12,abril,2019,4289,1145,1339
1539,domingo,14,abril,2019,1767,555,599
1540,jueves,25,abril,2019,4239,1075,1379
1541,martes,30,abril,2019,3618,1089,1373
1542,viernes,14,junio,2019,3672,934,1197
1543,lunes,29,julio,2019,3305,859,1109
1544,martes,4,junio,2019,3533,1069,1237
1545,lunes,6,mayo,2019,3847,1131,1337
1546,miércoles,22,mayo,2019,3891,1067,1320
1547,domingo,10,marzo,2019,1943,546,662
1548,jueves,14,marzo,2019,4184,976,1361
1549,lunes,18,marzo,2019,1953,456,629
1550,jueves,21,marzo,2019,4034,1063,1388
1551,sábado,23,marzo,2019,2474,665,723
1552,martes,16,abril,2019,3738,975,1228
1553,lunes,29,abril,2019,3397,980,1304
1554,martes,24,diciembre,2013,1046,NA,NA
1555,sábado,11,enero,2014,13,NA,NA
1556,sábado,15,febrero,2014,1574,NA,NA
1557,viernes,28,febrero,2014,2889,NA,NA
1558,lunes,27,enero,2014,24,NA,NA
1559,miércoles,16,abril,2014,2073,NA,NA
1560,martes,8,abril,2014,2625,NA,NA
1561,miércoles,13,agosto,2014,1857,NA,NA
1562,sábado,16,agosto,2014,1472,NA,NA
1563,domingo,13,julio,2014,801,NA,NA
1564,viernes,12,diciembre,2014,2082,NA,NA
1565,domingo,14,diciembre,2014,976,NA,NA
1566,martes,11,noviembre,2014,2265,NA,NA
1567,martes,25,noviembre,2014,2643,NA,NA
1568,viernes,16,mayo,2014,2592,NA,NA
1569,martes,20,mayo,2014,2805,NA,NA
1570,jueves,1,mayo,2014,1433,NA,NA
1571,martes,30,septiembre,2014,2284,NA,NA
1572,sábado,18,octubre,2014,1093,NA,NA
1573,lunes,27,octubre,2014,2562,NA,NA
1574,jueves,26,marzo,2015,3012,NA,NA
1575,viernes,20,febrero,2015,2783,NA,NA
1576,domingo,15,febrero,2015,11,NA,NA
1577,viernes,9,enero,2015,2229,NA,NA
1578,viernes,6,marzo,2015,2586,NA,NA
1579,miércoles,13,mayo,2015,2068,NA,NA
1580,lunes,4,mayo,2015,1976,NA,NA
1581,miércoles,30,septiembre,2015,2468,NA,NA
1582,domingo,6,septiembre,2015,103,NA,NA
1583,miércoles,5,agosto,2015,2593,NA,NA
1584,domingo,30,agosto,2015,138,NA,NA
1585,domingo,23,agosto,2015,1102,NA,NA
1586,martes,4,agosto,2015,2667,NA,NA
1587,lunes,31,agosto,2015,2494,NA,NA
1588,viernes,13,noviembre,2015,2679,NA,NA
1589,sábado,14,noviembre,2015,1121,NA,NA
1590,martes,17,noviembre,2015,2734,NA,NA
1591,martes,1,diciembre,2015,2942,NA,NA
1592,lunes,9,noviembre,2015,2788,NA,NA
1593,lunes,2,noviembre,2015,1705,NA,NA
1594,viernes,17,julio,2015,2666,NA,NA
1595,sábado,4,julio,2015,1131,NA,NA
1596,jueves,16,julio,2015,2844,NA,NA
1597,domingo,1,noviembre,2015,1033,NA,NA
1598,jueves,29,octubre,2015,2951,NA,NA
1599,martes,27,octubre,2015,2473,NA,NA
1600,jueves,11,agosto,2016,2906,811,897
1601,domingo,17,julio,2016,988,413,457
1602,martes,2,agosto,2016,2262,688,733
1603,martes,5,julio,2016,2574,747,801
1604,sábado,2,julio,2016,1205,438,429
1605,jueves,23,junio,2016,2802,841,956
1606,martes,31,mayo,2016,2647,NA,NA
1607,martes,8,diciembre,2015,2506,NA,NA
1608,domingo,10,enero,2016,107,NA,NA
1609,jueves,14,enero,2016,2557,NA,NA
1610,martes,5,enero,2016,2327,NA,NA
1611,martes,19,abril,2016,2397,NA,NA
1612,sábado,14,mayo,2016,1407,NA,NA
1613,martes,10,mayo,2016,2457,NA,NA
1614,lunes,25,abril,2016,2775,NA,NA
1615,lunes,2,mayo,2016,2729,NA,NA
1616,viernes,15,abril,2016,2968,NA,NA
1617,lunes,11,abril,2016,2926,NA,NA
1618,martes,23,febrero,2016,2709,NA,NA
1619,martes,16,febrero,2016,2427,NA,NA
1620,jueves,28,enero,2016,2681,NA,NA
1621,miércoles,31,agosto,2016,2976,972,103
1622,domingo,28,agosto,2016,1149,531,913
1623,viernes,20,enero,2017,2917,1035,1169
1624,jueves,1,junio,2017,2937,1002,1245
1625,miércoles,6,diciembre,2017,335,1152,1288
1626,viernes,10,marzo,2017,2787,926,1152
1627,domingo,12,marzo,2017,956,473,529
1628,jueves,30,marzo,2017,3303,1135,1161
1629,sábado,1,abril,2017,1565,650,543
1630,lunes,17,abril,2017,2323,840,657
1631,jueves,6,abril,2017,2765,929,899
1632,lunes,6,marzo,2017,2992,1093,1199
1633,jueves,17,agosto,2017,NA,921,967
1634,sábado,5,agosto,2017,NA,672,572
1635,lunes,14,agosto,2017,NA,916,1046
1636,miércoles,27,septiembre,2017,NA,NA,859
1637,miércoles,6,septiembre,2017,NA,802,NA
1638,jueves,21,diciembre,2017,2767,948,974
1639,jueves,4,enero,2018,NA,936,938
1640,miércoles,7,septiembre,2016,2931,840,990
1641,miércoles,19,octubre,2016,2933,1018,1105
1642,martes,11,octubre,2016,2759,969,1086
1643,miércoles,7,diciembre,2016,3034,978,1119
1644,viernes,18,noviembre,2016,2776,891,101
1645,sábado,5,noviembre,2016,1523,623,626
1646,martes,29,noviembre,2016,2941,959,1105
1647,martes,20,diciembre,2016,264,856,943
1648,domingo,4,diciembre,2016,964,473,438
1649,jueves,1,diciembre,2016,284,930,1074
1650,sábado,27,enero,2018,NA,629,574
1651,jueves,25,enero,2018,NA,974,1072
1652,martes,20,febrero,2018,3536,4471,1352
1653,jueves,22,febrero,2018,3191,1163,1368
1654,lunes,26,febrero,2018,2997,5203,1273
1655,miércoles,25,abril,2018,326,1037,1333
1656,miércoles,18,abril,2018,3261,1191,1347
1657,viernes,13,abril,2018,3014,1094,1256
1658,jueves,26,abril,2018,3224,1068,1263
1659,jueves,12,abril,2018,3093,979,1196
1660,jueves,5,abril,2018,2748,943,114
1661,martes,4,diciembre,2018,3461,985,1206
1662,lunes,3,diciembre,2018,3583,845,1209
1663,domingo,17,noviembre,2013,1084,NA,NA
1664,lunes,2,diciembre,2013,2211,NA,NA
1665,sábado,14,julio,2018,1395,594,554
1666,martes,26,junio,2018,2404,733,868
1667,lunes,18,junio,2018,1793,691,809
1668,lunes,4,junio,2018,3262,1085,1312
1669,miércoles,9,mayo,2018,3213,1083,1267
1670,sábado,12,mayo,2018,152,630,623
1671,viernes,4,mayo,2018,2745,759,1198
1672,miércoles,17,octubre,2018,3309,1012,1333
1673,jueves,18,octubre,2018,353,963,1324
1674,viernes,14,septiembre,2018,3071,820,1125
1675,jueves,20,septiembre,2018,34,1002,1372
1676,sábado,25,agosto,2018,1534,590,NA
1677,jueves,16,agosto,2018,2841,868,NA
1678,miércoles,10,julio,2019,3340,796,1172
1679,jueves,18,julio,2019,2998,707,1119
1680,sábado,27,julio,2019,2039,545,649
1681,miércoles,5,junio,2019,3076,952,1211
1682,sábado,15,junio,2019,2165,562,677
1683,martes,18,junio,2019,3617,1085,1345
1684,domingo,9,junio,2019,1909,655,645
1685,lunes,10,junio,2019,3788,1031,1339
1686,jueves,27,junio,2019,3881,800,1245
1687,miércoles,11,diciembre,2013,2583,NA,NA
1688,viernes,29,noviembre,2013,2259,NA,NA
1689,miércoles,18,diciembre,2013,2282,NA,NA
1690,sábado,25,enero,2014,1346,NA,NA
1691,sábado,4,enero,2014,113,NA,NA
1692,martes,14,enero,2014,243,NA,NA
1693,miércoles,27,agosto,2014,272,NA,NA
1694,jueves,25,septiembre,2014,2782,NA,NA
1695,domingo,31,agosto,2014,1199,NA,NA
1696,miércoles,18,marzo,2015,2876,NA,NA
1697,domingo,29,marzo,2015,1357,NA,NA
1698,lunes,29,septiembre,2014,1878,NA,NA
1699,jueves,30,octubre,2014,2799,NA,NA
1700,lunes,20,octubre,2014,1848,NA,NA
1701,miércoles,7,mayo,2014,2331,NA,NA
1702,viernes,6,junio,2014,2182,NA,NA
1703,sábado,20,diciembre,2014,1209,NA,NA
1704,sábado,3,enero,2015,1114,NA,NA
1705,miércoles,26,marzo,2014,2868,NA,NA
1706,sábado,19,abril,2014,2266,NA,NA
1707,domingo,9,marzo,2014,1277,NA,NA
1708,martes,22,abril,2014,2244,NA,NA
1709,miércoles,4,febrero,2015,2896,NA,NA
1710,miércoles,28,enero,2015,2928,NA,NA
1711,lunes,23,febrero,2015,2655,NA,NA
1712,viernes,8,agosto,2014,2052,NA,NA
1713,lunes,18,agosto,2014,1589,NA,NA
1714,jueves,26,junio,2014,1881,NA,NA
1715,martes,24,junio,2014,1537,NA,NA
1716,sábado,11,abril,2015,1375,NA,NA
1717,lunes,6,abril,2015,2647,NA,NA
1718,sábado,6,agosto,2016,961,438,396
1719,martes,14,junio,2016,2884,333,256
1720,martes,9,agosto,2016,26,729,695
1721,lunes,8,agosto,2016,228,625,614
1722,lunes,4,julio,2016,2652,825,824
1723,jueves,25,febrero,2016,3465,NA,NA
1724,martes,12,abril,2016,3048,NA,NA
1725,sábado,2,abril,2016,1331,NA,NA
1726,jueves,24,marzo,2016,1414,NA,NA
1727,martes,29,marzo,2016,2755,NA,NA
1728,viernes,6,mayo,2016,276,NA,NA
1729,martes,29,septiembre,2015,2064,NA,NA
1730,sábado,19,diciembre,2015,1152,NA,NA
1731,miércoles,13,enero,2016,164,NA,NA
1732,lunes,11,enero,2016,2531,NA,NA
1733,miércoles,11,noviembre,2015,3045,NA,NA
1734,miércoles,18,noviembre,2015,2906,NA,NA
1735,miércoles,4,noviembre,2015,268,NA,NA
1736,miércoles,28,octubre,2015,2184,NA,NA
1737,jueves,22,octubre,2015,286,NA,NA
1738,miércoles,9,diciembre,2015,2699,NA,NA
1739,domingo,29,noviembre,2015,1141,NA,NA
1740,viernes,27,noviembre,2015,2752,NA,NA
1741,viernes,4,diciembre,2015,2032,NA,NA
1742,sábado,13,febrero,2016,1203,NA,NA
1743,viernes,19,febrero,2016,2646,NA,NA
1744,martes,2,febrero,2016,2586,NA,NA
1745,jueves,21,enero,2016,2618,NA,NA
1746,miércoles,26,agosto,2015,2788,NA,NA
1747,jueves,27,agosto,2015,2871,NA,NA
1748,martes,25,agosto,2015,2711,NA,NA
1749,viernes,26,junio,2015,2184,NA,NA
1750,lunes,29,junio,2015,2231,NA,NA
1751,domingo,17,mayo,2015,1043,NA,NA
1752,domingo,24,mayo,2015,925,NA,NA
1753,lunes,20,abril,2015,2925,NA,NA
1754,sábado,10,septiembre,2016,158,572,586
1755,martes,20,septiembre,2016,3001,887,1004
1756,viernes,26,agosto,2016,2506,714,789
1757,jueves,25,agosto,2016,2613,753,840
1758,martes,12,febrero,2019,4073,1027,1436
1759,sábado,23,febrero,2019,2117,452,924
1760,viernes,15,marzo,2019,3957,984,1326
1761,miércoles,20,marzo,2019,4070,1062,1375
1762,domingo,7,abril,2019,1922,569,607
1763,jueves,11,abril,2019,4157,1138,1484
1764,lunes,15,abril,2019,3554,998,1154
