PUNTO_LEV,ID_UNICO,FOLIO,CALLE_LEV,CALLE_1,CALLE_2,RESUL,F1,P1,MUNORI,P2_COL,P2_REF1,P2_REF2,P3,MUNDES,P4_COL,P4_REF1,P4_REF2,P5,P6,P7_HR,P7_MIN,P8_HR,P8_MIN,P9,P9_1,P10,P11,P11_1,P12,P13,P14_1,P14_2,P14_3,P14_4,P15,P16_1,P16_2,P16_3,P16_4,P16_5,P16_6,P16_7,P16_8,P17,P17_1,P17_2,P17_3,P18,P19,P20,P21_NIVEL,NIVEL,P21_AÑO,P22,P23,P23_1,P24,P24_1,P25,P26_1,P26_2,P26_3,P26_4,P26_5,P26_6,P26_7,P26_8,P27,FACTOR
161,2424,5,JOSE MORAN,PARQUE LIRA,,1,56,1,09016,DANIEL GAZA,LA DELEGACION,,2,09015,CENTRO,ZOCALO,,1,1,9,40,10,50,1,1.0,1,2,0.0,,1,4,4,4,2,2,1,1,1,2,1,2,2,2,1,2,3,2,2,,1,8,5,6,20,999999,9,4,2,4,2,2,2,2,2,2,2,2,1,60.42
162,2442,11,AV. REVOLUCION,JOSE MARIA,,1,23,1,09016,TACUBAYA,,,2,09016,,,,1,1,14,0,16,0,2,0.0,,2,0.0,,2,1,1,1,1,8,2,2,2,2,2,2,2,2,2,,,,2,,1,4,3,3,988888,999999,4,2,2,4,1,2,2,2,2,2,2,2,6,318.78
163,150,12,AV. MORELOS,FRAY SERVANDO TERESA DE MIER,,1,40,1,09009,TECOMITL,,,2,09009,TECOMITL,,,1,1,11,50,12,20,2,0.0,,2,0.0,,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,,,,2,,2,3,2,6,200,1800,2,1,2,3,2,2,1,2,2,2,2,2,4,40.38051541
166,2446,2,LAS CRUCES,LA PURISIMA,PROLONGACIO LAS CRUCES,1,25,1,09009,SA LORENZO TLACOYUCAN,ESCUELA TELESECUNDARIA 183,AV. CONSTITUCION,2,09009,SAN FRANCISCO TECOXPAN,NI?O PERDIDO,,4,1,8,45,9,15,2,0.0,,2,0.0,,1,4,4,4,4,10,2,2,2,2,2,2,2,2,2,,,,1,1,1,5,3,2,50,5000,3,1,2,4,1,2,1,2,2,2,2,2,4,33.72
166,2448,4,AV. PROLONGACION LAS CRUCES,LA APURISIMA,PROL LAS CUCES,1,48,1,09009,SAN LORENZO TLACOYUCAN,CALVARIO,,5,09009,SAN AGUSTIN,CALLE QUINTANA ROO,,5,10,13,5,13,30,2,0.0,,2,0.0,,1,4,4,4,4,12,2,1,2,2,1,2,2,2,1,2,6,2,2,,1,4,3,3,50,6000,3,1,2,2,1,2,1,2,2,2,2,1,4,33.72
170,2471,12,VA MIGUEL HIDALGO,NI?OS HEROES,,1,32,1,09009,SAN PABLO,,,7,09009,SAN PEDRO,,,4,5,13,30,14,35,2,0.0,,2,0.0,,2,4,1,4,4,2,1,2,2,2,1,1,2,2,2,,,,2,,2,8,4,3,988888,3000,2,1,2,1,1,2,1,2,2,2,2,2,4,31.65
174,2516,14,LA TURBA,JOSE TARTINI,GUALDA,1,24,2,09011,DEL MAR,JAIBA,DELFIN,1,09011,SANTIAGO DEL SUR,AGUSTIN CAMARENA,MIGUEL HIDALGO,5,2,18,30,19,30,1,1.0,2,2,0.0,,2,4,4,4,4,8,2,2,2,2,2,2,1,2,1,2,4,2,2,,1,5,3,2,250,4000,3,1,2,4,1,2,1,2,2,2,2,1,6,264.62
175,2522,5,FRANCISCO JIMENEZ,JAZMIN,,1,42,2,09011,LA ROMA,HIDALGO,,1,09011,LA CONCHITA,JAZMIN,,4,2,14,10,14,30,2,0.0,,1,1.0,6,2,3,3,4,4,4,1,1,2,2,1,1,1,2,2,,,,1,1,1,3,2,6,200,5700,3,1,2,1,2,2,2,2,2,2,2,2,4,359.65
181,2568,7,AGRICULTURA,EL PIPILA,AGRICULTURA,1,14,3,09011,SANTA CATARINA,,,1,09011,LOS REYES,,,5,2,12,30,12,55,1,1.0,3,2,0.0,,2,4,4,4,4,7,2,2,2,2,1,2,2,2,1,2,4,1,2,,1,4,2,2,50,1000,1,1,2,1,2,2,2,2,2,2,2,2,4,46.65
181,2574,13,AGRICULTURA,EL PIPILA,AGRICULTURA,1,35,4,09011,GUADALUPE,,,1,09011,SANTA CATARINA,,,5,2,19,40,20,10,1,7.0,2,2,0.0,,2,4,4,4,4,1,2,1,2,2,1,1,1,2,1,2,9,8,1,2,2,3,1,1,0,5000,3,1,2,1,2,2,2,2,2,2,2,1,4,46.65
183,2589,8,DR. JUAN PALOMO MARTINEZ,20 DE NOVIEMBRE,LOS REYES,1,19,1,09013,SANTA CRUZ,MUSEO,,4,09011,MICQUIC,POZO,,2,6,13,0,14,30,1,1.0,3,2,0.0,,1,3,4,4,3,10,2,2,2,2,1,2,2,2,1,2,9,1,1,1,1,5,3,2,180,3000,2,1,2,1,2,2,1,2,2,2,2,2,4,117.01
185,2610,4,CAMINO REAL,PINOS,CAMINO REAL,1,35,2,09011,SAN JOSE,,,1,09011,SAN JOSE,,,5,2,15,20,15,45,2,0.0,,1,1.0,6,2,2,4,3,4,10,2,2,2,2,1,1,1,1,1,2,9,9,2,,1,4,3,3,150,2500,2,1,2,4,2,2,1,2,2,2,2,1,4,124.68
186,2637,15,JOSE LOPEZ PORTILLO,PEDRO HERNANDEZ SILVA,,1,18,1,09009,SAN PEDRO ATOPAN,,,7,09011,SAN SEBASTIAN,,,5,8,15,10,15,50,2,0.0,,2,0.0,,1,2,2,2,2,7,1,1,1,2,1,1,1,1,1,2,4,2,2,,1,8,4,1,988888,5500,3,1,2,4,2,2,1,2,2,2,2,2,4,118.92
186,2638,16,JOSE LOPEZ PORTILLO,PEDRO HERNANDEZ SILVA,,1,24,5,09011,SAN JUAN,,,1,09011,SAN JOSE,,,5,2,15,40,16,20,1,1.0,9,2,0.0,,1,2,1,2,2,5,2,2,2,2,2,2,2,2,2,,,,1,1,1,5,4,3,50,999999,4,1,2,4,2,2,2,2,2,2,2,2,4,118.92
187,2649,7,EMILIANO ZAPATA,RIO SECO,AGUA DULCE,1,24,1,09013,XOCHITEPETL,,,3,09011,SAN ANDRES,,,4,5,13,0,13,48,2,0.0,,1,1.0,6,2,3,4,4,4,7,2,2,2,2,2,1,1,2,2,,,,2,,2,5,4,3,988888,2900,2,1,2,1,2,2,2,2,2,2,2,1,4,310.78
187,2651,9,EMILIANO ZAPATA,RIO SECO,AGUA DULCE,1,42,1,09011,SAN MIGUEL,,,5,09011,XALTIPEC,,,5,10,13,40,14,20,1,1.0,2,1,1.0,6,1,4,4,4,4,4,2,2,2,2,2,1,2,2,2,,,,1,1,2,5,3,2,80,4500,3,1,2,4,1,2,2,2,1,2,2,2,4,310.78
188,2659,4,POLPOLNA,HAMIPOLOL,ZUDZAL,1,33,3,09012,1RA SECCION ZUDZAL,,,2,09012,,DEPORTIVO,,4,1,15,30,15,45,2,0.0,,2,0.0,,1,4,4,4,4,1,1,1,2,2,1,1,2,1,2,,,,1,1,1,3,2,6,0,999999,3,1,2,1,1,2,1,2,2,2,2,1,3,29.94
191,2692,18,DZITAS,FERROCARRIL DE CUERNAVACA,SISAL,1,39,1,09012,ENTRADA DE BOSQUES,ENSINOS,,2,09012,ENTRADA DE BOSQUES,ENSINO,,5,1,18,0,18,22,1,1.0,4,1,12.0,8,2,4,1,8,8,2,2,2,2,2,2,2,2,2,2,,,,1,1,1,3,2,6,800,6000,3,6,2,2,2,2,2,2,2,2,2,2,1,43.74
192,2693,1,CORREGIDORA,AV DE LAS TORRES,,1,39,2,09012,HIDALGO,,,2,09012,,,,3,8,10,10,10,30,1,8.0,9,1,8.0,9,1,3,3,4,3,3,1,1,2,2,1,1,2,2,2,,,,2,,1,5,4,3,300,4500,3,1,2,2,2,2,2,2,2,2,2,2,4,43.66
195,2721,4,TENORIOS,ALGODONALES,,1,32,1,09012,LAS ADAS,CANDELARIA,,3,09013,,CALZADA DE NORTE,CANAL NACIONAL,1,3,9,30,9,55,2,0.0,,2,0.0,,1,2,1,2,1,1,1,1,2,2,1,1,2,2,1,1,3,2,1,1,1,5,4,3,80,4000,3,1,2,4,2,2,1,2,2,2,2,2,4,42.1
204,2789,3,MANZANO,DE LA PALMA,,1,20,2,09007,VIVEROS,,,1,09007,VIVEROS,,,5,2,17,10,17,40,1,4.0,4,1,2.0,8,1,4,4,4,4,1,2,2,2,2,1,2,2,2,1,9,9,1,2,,1,5,4,3,988888,9400,4,1,2,2,1,2,2,2,2,2,2,1,4,18.71
210,186,18,AV. DE LAS TORRES,SAN JUAN DE DIOS,,1,18,3,09003,SAN FERNANDO,PLAZA COYOACAN,,1,09012,HUIPULCO,OXXO,,4,2,18,10,18,50,1,3.0,2,1,3.0,6,2,9,1,9,2,7,2,2,2,2,2,2,2,2,2,,,,2,,1,5,4,3,100,1000,1,1,2,1,2,2,2,1,2,2,2,2,4,11.95479344
211,2856,5,AV INSURGENTES SUR,LIMANTITLA,CANTERA,1,50,7,09012,CENTRO,,,1,09012,SANTA URSULA SHITLA,,,3,9,13,45,14,28,2,0.0,,2,0.0,,2,4,4,4,4,10,2,1,2,2,1,2,2,2,2,,,,1,9,1,8,5,5,600,999999,9,1,2,4,2,2,2,2,2,2,2,1,6,52.63
212,2866,7,AV DEL TALLER,AV DEL TALLER,FERNANDO IGLESIAS CALDERON,1,17,7,09017,BALBUENA,VELODROMO,,1,09017,4 ARBOLES,,,4,2,10,30,12,10,2,0.0,,1,1.0,8,1,4,2,4,4,10,2,2,2,1,1,2,2,2,2,,,,1,1,1,4,3,3,200,10000,4,1,2,2,1,2,2,2,2,2,2,2,4,32.36
212,2861,2,AV DEL TALLER,AV DEL TALLER,FERNANDO IGLESIAS CALDERON,1,18,1,09017,PUEBLA,,,2,09017,JARDIN BALBUENA,ISSSTE,,4,1,9,20,9,55,1,1.0,3,2,0.0,,1,3,3,3,4,1,1,1,1,1,1,1,2,2,1,3,3,2,1,2,2,4,3,3,350,2000,2,1,2,4,2,2,2,2,2,2,2,1,4,32.36
212,2878,19,AV DEL TALLER,AV DEL TALLER,FERNANDO IGLESIAS CALDERON,1,31,1,09017,JARDIN BALBUENA,,,2,09017,JARDIN BALBUENA,,,4,1,16,25,16,55,2,0.0,,2,0.0,,1,3,1,4,1,1,2,1,2,2,1,1,1,1,1,2,7,9,1,1,1,5,3,2,100,6000,3,1,2,4,2,2,2,2,2,2,2,1,4,32.36
212,2883,24,AV DEL TALLER,AV DEL TALLER,FERNANDO IGLESIAS CALDERON,1,19,1,09017,JARDIN BALBUENA,,,7,09017,JARDIN BALBUENA,,,4,8,17,45,18,12,2,0.0,,1,1.0,7,1,2,2,4,1,1,2,2,2,2,1,2,2,2,2,,,,2,,1,4,3,3,150,6000,3,1,2,4,2,1,2,2,2,2,2,2,6,32.36
212,2884,25,AV DEL TALLER,AV DEL TALLER,FERNANDO IGLESIAS CALDERON,1,59,4,09017,JARDIN BALBUENA,,,1,09017,JARDIN BALBUENA,,,5,4,18,20,18,35,2,0.0,,1,1.0,6,2,2,1,1,1,10,1,1,1,2,1,1,1,1,1,1,3,2,2,,1,8,5,5,0,999999,9,1,2,4,2,2,2,2,2,2,2,2,4,32.36
213,2898,13,TENOCHTITLAN,NEZAHUALPILLI,TENOCHTITLAN,1,38,3,09017,ARENAL 1RA SECCION,,,1,09017,ARENAL 1RA SECCION,,,5,2,16,25,16,50,2,0.0,,2,0.0,,2,4,4,4,4,2,1,1,2,2,1,1,2,2,2,,,,2,,1,4,3,3,100,5200,3,1,2,1,2,2,2,2,2,2,2,2,4,19.85
213,2897,12,TENOCHTITLAN,NEZAHUALPILLI,TENOCHTITLAN,1,57,4,09017,ARENAL 1RA SECCION,,,1,09017,ARENAL 1RA SECCION,,,5,2,15,40,16,30,2,0.0,,2,0.0,,2,4,4,4,4,2,1,1,2,2,1,1,2,2,2,,,,2,,1,4,3,3,500,6500,4,1,2,1,1,2,2,2,2,2,2,1,4,19.85
214,2904,6,ERNESTO P URUCHURTU,FERNANDO ROMAN LUGO,FERNANDO LOPEZ ARIAS,1,43,1,09017,AVIACION CIVIL,ESCUELA DE BACHILLERES,,2,09017,ADOLFO LOPEZ MATEOS,PLAZA CIVICA,,4,1,9,12,9,43,2,0.0,,2,0.0,,1,3,4,4,3,6,2,2,2,2,1,1,1,1,2,,,,2,,2,7,4,3,70,4100,3,1,2,4,2,2,1,2,2,2,2,1,3,44.13
215,2923,5,IGNACIO ZARAGOZA,75,73,1,27,5,09017,PUEBLA,CABALLITO,,1,09006,AGRICOLA ORIENTAL,DEPORTIVA,,5,1,11,15,12,0,2,0.0,,2,0.0,,2,1,2,3,4,10,1,1,1,1,1,1,1,2,1,2,3,2,2,,1,4,3,3,100,2000,2,1,2,4,1,2,2,2,2,2,2,1,4,60.07
216,2937,9,FRANCISCO MORAZAN,FRANCISCO MORAZAN,35,1,61,1,15070,REYES DE LA PAZ,TECHACHITITLA,,2,09017,IGANCIO ZARAGOZA,,,5,1,11,0,13,0,1,10.0,1,2,0.0,,1,4,1,4,1,2,2,1,2,1,1,1,1,1,2,,,,1,1,1,3,2,6,200,5000,3,6,2,2,2,2,2,2,2,2,1,2,4,53.44
220,114,8,INGENIERO EDUARDO MOLINA,ALUMINIO,,1,37,4,09017,20 DE NOVIEMBRE,,,1,09017,20 DE NOVIEMBRE,,,5,2,20,10,20,35,2,0.0,,2,0.0,,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,,,,1,1,2,4,3,3,100,999999,9,1,2,1,2,2,2,2,2,2,2,2,1,167.11469681
222,2993,1,CECILIO ROBELO,CECILIO ROBELO,RETNO 3 CECILIO ROBELO,1,50,3,09017,BALBUENA,,,1,09017,BALBUENA,,,4,2,11,20,11,40,2,0.0,,2,0.0,,2,4,1,4,4,8,2,2,2,2,1,2,2,2,2,,,,1,1,1,8,4,3,100,999999,4,1,2,4,1,2,1,2,2,2,2,2,6,59.36
223,3005,5,CONGRESO DE LA UNION,ROA BARCENAS,,1,36,1,09006,SANTA ANITA,,,4,09017,MIXUCA,MERCADO ALVARO OBREGON,,4,1,14,35,15,15,2,0.0,,2,0.0,,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,2,9,8,2,,1,3,2,6,80,4500,3,1,2,4,2,2,2,2,2,2,2,1,4,137.57
226,203,31,ANILLO PERIFERICO,ANILLO PERIFERICO,,1,27,2,09012,,,,1,15039,HEROES DE IXTAPALUCA,,,5,2,17,0,19,30,1,1.0,4,2,0.0,,1,4,4,8,4,10,1,1,2,1,1,1,2,1,1,2,4,2,2,,1,5,4,3,150,999999,4,1,2,2,2,2,1,2,2,2,2,2,6,57.67881618
104,1665,5,VIADUCTO RIO DE LA PIEDAD,VIADUCTO TIO DE LA PIEDAD,CALLE 47,1,21,7,09006,CIUDAD DEPORTIVA,,,1,09006,CIUDAD DEPORTIVA,,,1,4,14,40,15,20,2,0.0,,2,0.0,,2,1,1,4,3,8,2,1,2,2,1,2,1,2,1,2,3,2,2,,1,6,4,3,100,999999,3,1,2,4,2,2,2,2,2,2,2,2,4,98.2
105,1673,6,ORIENTE 106,SUR 183,SUR 181,1,40,1,09006,GRANJAS MEXICA,ESCUEL APRIMARIA,RIO CHURUBUSCO,4,09006,GABRIEL RAMOS MILLAN,SITIO DE COMBIS,ORIENTE 106 Y SUR 183,4,8,15,0,15,25,1,3.0,1,1,2.0,5,1,4,4,4,4,1,2,1,2,2,1,1,2,2,1,2,3,2,2,,1,4,3,3,300,5000,3,1,2,4,2,1,2,2,2,2,2,2,6,134.63
105,1669,2,ORIENTE 106,SUR 183,SUR 181,1,58,1,09006,RAMOS MILLAN,DELEGACION,CALLE 41,5,09006,RAMOS MILLAN,CALLE 81 SUR,8 SUR,5,5,9,50,10,30,2,0.0,,2,0.0,,1,4,4,4,4,10,1,1,2,2,1,2,2,2,2,,,,1,1,1,4,3,3,200,3600,3,1,2,3,2,1,2,2,2,2,2,2,6,134.63
106,1680,6,CONGRESO DE LA UNION,HIDALGO,,1,25,1,09006,EL RANCHITO,,,3,09017,VIADUCTO PIEDAD,,,2,3,15,0,15,30,2,0.0,,1,1.0,6,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,,,,2,,2,7,4,3,50,988888,9,1,2,4,1,2,1,2,2,2,1,1,5,259.95
107,1697,14,PLUTARCO ELIAS CALLES,CALZADA DE LA VIGA,,1,19,1,09006,SANTA ANITA,MORELOS,HIDALGO,4,09006,BARRIO DE LOS REYES,CONGRESO DE LA UNION,CHEVROLET,4,4,17,25,18,30,1,1.0,4,2,0.0,,1,1,1,1,1,1,2,1,2,1,1,1,2,2,2,,,,2,,1,4,3,3,200,999999,9,1,2,4,2,1,2,2,2,2,2,2,4,90.93
108,1701,4,PLAYA VILLAS DEL MARY,PLUTARCO ELIAS CALLES,,1,72,7,09006,IZTACALCO,,,1,09006,IZTACALCO,,,3,6,9,40,10,0,2,0.0,,2,0.0,,2,4,4,4,4,1,2,2,2,2,1,1,1,1,2,,,,1,1,1,8,5,5,20,999999,9,1,2,1,1,2,2,2,2,2,2,1,4,122.6
108,1699,2,PLAYA VILLA DEL MAR,PLUTARCO ELIAS CALLES,,1,24,3,09006,MILITAR MARTE,PLAYA DEL CARMEN,,1,09006,MILITAR MARTE,PLAYA DE CARMEN,,4,3,7,20,7,50,2,0.0,,2,0.0,,1,4,4,4,4,4,1,1,1,1,1,1,1,1,2,,,,2,,1,5,3,2,100,988888,9,1,2,4,1,2,2,2,2,2,2,2,3,122.6
110,1731,13,EMILIANO ZAPATA,LABORISTA,,1,62,4,09003,PRADOS CHURUBUSCO,,,1,09007,SAN ANDRES TETEPILCO,,,1,2,17,25,17,50,2,0.0,,2,0.0,,2,3,4,3,4,8,2,2,2,2,2,1,2,2,2,,,,1,1,1,4,3,3,50,2500,2,1,2,2,2,1,2,2,2,2,2,2,4,78.71
110,1727,9,EMILIANO ZAPATA,LABORISTA,,1,38,1,09007,SAN ANDRES TETEPILCO,,,2,09007,SAN ANDRES TETEPILCO,,,1,1,13,50,14,20,2,0.0,,2,0.0,,1,2,3,4,4,2,2,2,2,2,1,1,1,2,2,,,,2,,1,4,3,3,100,3000,2,1,2,2,2,2,2,2,2,2,1,2,4,78.71
111,1744,9,CARDIOLOGOS,FRANCISCO VILLA,,1,32,1,09007,MAGDALENA,,,4,09007,MAGDALENA,,,4,4,17,0,17,35,2,0.0,,2,0.0,,2,3,2,2,1,1,2,2,2,2,1,2,2,2,2,,,,1,2,2,4,3,3,100,6000,3,1,2,4,2,2,2,2,2,2,2,1,6,100.18
111,1746,11,CARDIOLOGOS,FRANCISCO VILLA,,1,31,2,09007,LA VIGA,,,1,09007,PUEBLO MAGDALENA ATLAZOLPA,,,5,2,19,50,20,15,2,0.0,,2,0.0,,2,1,1,2,2,2,1,1,2,2,1,1,1,1,2,,,,2,,1,4,3,3,120,3800,3,1,2,4,2,1,1,2,2,2,2,2,4,100.18
111,1745,10,CARDIOLOGOS,FRANCISCO VILLA,,1,44,2,09007,PUEBLO MAGDALENA ATLAZOLPA,,,1,09006,2 DE OCTUBRE,,,5,2,18,10,18,25,2,0.0,,2,0.0,,2,1,1,2,2,1,2,1,2,2,1,1,2,1,2,,,,2,,1,8,5,5,150,999999,9,1,2,4,2,2,1,2,2,2,2,2,4,100.18
112,1751,5,BATALLA DE CALPULALPA,15 DE JUNIO DE 1861,,1,58,1,09007,LEYES DE REFORMA,,,4,09007,LEYES DE REFORMA,,,3,4,17,2,17,15,2,0.0,,2,0.0,,1,2,1,2,2,5,2,2,2,2,2,2,2,2,2,,,,2,,1,5,4,3,988888,7000,4,1,2,4,2,2,1,2,2,2,2,2,4,124.33
112,1748,2,BATALLA DE CALPULALPA,15 DE JUNIO DE 1861,,1,37,1,09007,RENOVACION,MERCADO,,5,09007,LEYES DE REFORMA,,,5,5,10,30,10,55,2,0.0,,2,0.0,,2,2,2,1,2,5,2,2,1,2,1,2,2,2,1,2,2,2,2,,2,5,4,3,100,5000,3,1,2,4,2,2,2,2,2,2,2,1,4,124.33
114,1773,11,ARNESES,ARNESES,COLORINES,1,14,2,09007,,CALLE 84,,1,09007,ALCANFORES,,,5,2,14,50,15,20,2,0.0,,1,1.0,6,1,3,2,4,3,2,2,2,2,2,2,2,2,2,2,,,,1,1,1,3,2,6,100,1000,1,1,2,4,1,2,2,2,2,2,2,2,4,105.5
115,1796,15,CAMINO ANTIGUO A CULHUACAN,ARROYO TLALOC,,1,63,2,09007,SANTA ISABEL,ARROZ,,1,09007,ESTRELLA DEL SUR,,,5,2,18,0,18,25,2,0.0,,2,0.0,,2,4,3,3,3,1,2,2,2,2,2,2,2,2,2,,,,2,,1,3,1,5,300,999999,2,1,2,2,2,2,2,2,2,2,1,2,4,31.83
119,1853,16,ANILO PERIFERICO,RADIODIFUSORA,,1,22,1,09006,AGRICOLA,,,4,09007,RENOVACION,,,1,4,16,40,17,0,2,0.0,,2,0.0,,2,2,4,4,4,1,2,2,2,2,2,1,2,2,2,,,,2,,2,8,4,1,20,999999,2,1,2,4,2,2,2,2,2,2,2,1,4,62.14
119,1850,12,ANILLO PERIFERICO,RADIODIFUSORA,,1,75,7,09007,RENOVACION,,,1,09007,CHINAMPA,,,5,2,12,20,12,35,2,0.0,,2,0.0,,2,2,2,1,2,1,2,2,2,2,1,2,2,2,1,3,3,2,1,1,1,3,2,6,988888,999999,4,1,2,2,2,1,1,2,2,2,2,2,4,62.14
120,1865,7,AV GUELATAO,TRANSPORTISTAS,,1,27,1,15031,SAN AGUSTIN,,,2,09007,SANTA CRUZ,,,3,1,10,30,12,0,1,10.0,4,2,0.0,,9,4,4,4,4,3,2,2,2,2,2,1,2,2,2,,,,2,,1,3,2,6,988888,2000,2,1,2,2,2,2,2,2,2,2,1,2,4,51.27
120,1863,5,AV GUELATAO,TRANSPORTISTAS,,1,32,2,09007,PARAISO 3,,,7,09007,IZTAPALAPA,,,3,6,9,5,10,36,2,0.0,,2,0.0,,2,4,3,4,3,10,2,1,2,2,1,1,2,2,1,2,5,2,2,,1,8,5,4,20,999999,5,1,2,4,2,2,2,2,2,2,2,2,4,51.27
120,1876,18,AV GUELATAO,TRANSPORTISTAS,,1,36,2,09007,LOMAS DE SAN LORENZO,,,1,09007,CONSEJO,,,5,2,17,45,18,0,2,0.0,,2,0.0,,2,4,1,1,1,1,1,1,2,2,1,1,1,1,2,,,,1,1,1,4,3,3,500,999999,4,1,2,3,2,1,2,2,2,2,2,2,4,51.27
121,1879,2,NAUTLA,AV SAN LORENZO,,1,35,5,09007,BELLAVISTA,NEGAL,,1,09007,SAN JUAN JOYA,FELIPE OBREGON,,5,2,11,20,12,10,2,0.0,,1,1.0,6,2,3,3,2,2,10,2,1,2,2,1,1,2,1,1,3,3,2,2,,1,4,2,2,988888,999999,4,1,2,4,2,2,1,2,2,2,2,1,3,110.42
121,1881,4,NAUTLA,AV SAN LORENZO,,1,55,1,09007,AMANECER BELLAVISTA,,,3,09007,CIRCUELO,,,3,5,12,13,12,48,2,0.0,,1,1.0,8,2,4,4,4,4,1,1,1,1,2,1,2,2,2,2,,,,1,1,1,3,2,6,988888,999999,9,1,2,4,2,2,1,2,2,2,2,2,3,110.42
122,1904,18,AV BENITO JUAREZ,JOAQUIN HERRERA,,1,25,1,09007,FRANCISCO VILLA,,,7,09007,LOS INSURGENTES,,,5,5,17,15,17,35,2,0.0,,2,0.0,,2,4,4,4,4,4,1,1,1,2,2,2,1,2,2,,,,2,,2,5,4,3,50,999999,4,1,2,4,1,2,2,2,2,2,2,1,6,49.59
122,1901,15,AV BENITO JUAREZ,JOAQUIN HERRERA,,1,38,2,09007,EL MANTO,,,7,09007,IZTAPALAPA,,,4,8,15,35,15,58,1,1.0,3,2,0.0,,1,4,4,4,4,1,1,1,1,2,1,1,1,1,2,,,,2,,1,5,4,3,0,7000,4,6,2,2,1,2,1,2,2,2,2,1,4,49.59
123,1928,17,EL VERGEL,INSURGENTES,,1,54,1,09007,CONSEJO AGRARISTA,,,5,09007,REFORMA POLITICA,,,4,8,19,0,19,10,2,0.0,,2,0.0,,2,4,4,4,4,2,1,1,1,2,1,1,1,1,1,3,3,1,1,1,1,4,3,3,80,6000,3,1,2,1,2,2,2,2,1,2,2,1,4,53.13
125,1962,17,AV. JALISCO,AV. LAS PALMAS,,1,29,4,09007,SANTA MARIA,,,1,09007,SANTA MARIA,,,3,2,16,0,16,15,2,0.0,,2,0.0,,1,1,1,4,2,9,1,1,2,2,2,2,1,2,1,2,9,1,2,,2,8,4,2,500,3500,3,1,2,4,2,2,2,2,2,2,2,2,4,34.44
125,1967,22,AV. JALISCO,AV. LAS PALMAS,,1,19,2,09007,XALPA,,,1,09007,SANTA MARIA,,,5,2,17,50,18,12,2,0.0,,2,0.0,,2,3,3,4,4,6,2,2,2,2,2,2,2,2,2,,,,1,1,1,5,4,3,250,6500,4,1,2,4,2,2,2,2,2,2,2,1,4,34.44
125,1952,7,AV. JALISCO,AV. PALMAS,,1,20,2,09007,SANTA MARIA,,,2,09007,SANTA MARIA,,,5,8,11,18,11,34,2,0.0,,2,0.0,,1,3,4,4,4,4,1,2,2,2,1,2,2,2,1,2,1,2,1,1,1,3,2,6,50,4700,3,1,2,4,2,2,2,2,2,2,2,1,4,34.44
125,1964,19,AV. JALISCO,AV. LAS PALMAS,,1,61,1,09007,XALPA,,,2,09007,SANTA MARIA,,,5,1,16,40,17,10,1,1.0,2,2,0.0,,2,4,4,4,4,7,2,2,2,2,2,2,2,2,1,2,9,1,1,1,1,3,2,6,50,999999,9,1,2,2,1,2,2,2,2,2,2,2,4,34.44
125,1954,9,AV. JALISCO,AV. LAS PALMAS,,1,16,2,09007,SANTA MARIA,,,5,09007,SANTA MARIA,,,5,1,11,40,12,10,2,0.0,,2,0.0,,2,4,4,4,4,4,2,2,2,2,2,2,2,2,2,,,,2,,1,5,3,2,50,6000,3,1,2,2,2,2,2,2,2,2,2,1,4,34.44
126,1983,12,NI?OS HEROES,NI?OS HEROES,ERMITA IZTAPALAPA,1,46,3,09007,10 DE MAYO,,,1,09007,10 DE MAYO,,,5,2,12,0,12,20,2,0.0,,2,0.0,,2,1,1,1,1,7,2,2,2,2,2,2,2,2,2,,,,2,,1,4,3,3,200,5000,3,1,2,1,2,2,2,2,2,2,2,1,4,61.72
126,1982,11,NI?OS HEROES,NI?OS HEROES,ERMITA IZTAPALAPA,1,26,1,09007,SANTA CRUZ,,,4,09007,SANTA CRUZ,,,4,4,11,40,11,55,2,0.0,,2,0.0,,1,3,3,4,4,4,1,1,1,2,1,1,1,2,2,,,,1,2,2,4,3,3,50,6000,3,1,2,4,2,2,2,2,1,2,2,2,4,61.72
226,194,22,ANILLO PERIFERICO,ANILLO PERIFERICO,,1,63,1,09007,LOPEZ PORTILLO,,,4,09003,,,,5,4,16,30,17,0,2,0.0,,2,0.0,,1,4,1,4,3,1,2,2,2,2,2,2,2,2,2,,,,2,,1,3,2,6,20,5000,3,1,2,2,2,2,2,2,2,2,2,2,6,57.67881618
226,140,11,ANILLO PERIFERICO,ANILLO PERIFERICO,,1,21,1,09011,DEL MAR,,,2,09013,XOCHIMILCO,,,4,1,13,20,13,48,2,0.0,,2,0.0,,2,4,4,4,4,2,1,1,2,2,1,1,2,1,1,3,3,2,1,1,1,5,4,3,15,8000,4,1,2,4,2,2,2,2,2,2,2,2,6,57.67881618
228,77,5,ARENAL,ARENAL,LA VIRGEN,1,37,1,09013,JOYAS,NINGUNO,,3,09013,TEPEPAN,CUAUHTEMOC,,2,5,12,5,12,20,1,1.0,1,2,0.0,,1,4,4,4,4,7,1,1,2,2,1,2,2,2,1,1,5,1,2,,1,8,5,6,200,999999,6,1,2,4,2,2,2,2,2,2,2,2,6,723.3884863
