Día de la semana,Día,Mes,Año,Fecha,Reforma,Revolución,Patriotismo,total
viernes,31,julio,2020,2020-07-31,1804,657,598,3059
sabado,1,agosto,2020,2020-08-01,1801,643,652,3096
domingo,2,agosto,2020,2020-08-02,2312,565,823,3701
lunes,3,agosto,2020,2020-08-03,1396,649,531,2576
martes,4,agosto,2020,2020-08-04,1644,686,598,2928
miercoles,5,agosto,2020,2020-08-05,1715,811,737,3263
jueves,6,agosto,2020,2020-08-06,1735,581,618,2934
viernes,7,agosto,2020,2020-08-07,1804,800,768,3372
sabado,8,agosto,2020,2020-08-08,1801,657,739,3197
domingo,9,agosto,2020,2020-08-09,2312,557,821,3690
lunes,10,agosto,2020,2020-08-10,1396,540,570,2506
martes,11,agosto,2020,2020-08-11,1644,661,649,2954
miercoles,12,agosto,2020,2020-08-12,1715,716,690,3121
jueves,13,agosto,2020,2020-08-13,1735,789,688,3212
viernes,14,agosto,2020,2020-08-14,1804,711,681,3196
sabado,15,agosto,2020,2020-08-15,1801,718,622,3141
domingo,16,agosto,2020,2020-08-16,2312,524,838,3674
lunes,17,agosto,2020,2020-08-17,1396,693,570,2659
martes,18,agosto,2020,2020-08-18,1644,653,707,3004
miercoles,19,agosto,2020,2020-08-19,1715,716,658,3089
jueves,20,agosto,2020,2020-08-20,1735,595,591,2921
viernes,21,agosto,2020,2020-08-21,1804,731,726,3261
sabado,22,agosto,2020,2020-08-22,1801,636,679,3116
domingo,23,agosto,2020,2020-08-23,2312,598,865,3775
lunes,24,agosto,2020,2020-08-24,1396,631,550,2577
martes,25,agosto,2020,2020-08-25,1644,724,653,3021
miercoles,26,agosto,2020,2020-08-26,1715,751,638,3104
jueves,27,agosto,2020,2020-08-27,1735,686,614,3035
viernes,28,agosto,2020,2020-08-28,1804,661,608,3073
sabado,29,agosto,2020,2020-08-29,1801,488,685,2974
domingo,30,agosto,2020,2020-08-30,2312,569,899,3780
lunes,31,agosto,2020,2020-08-31,1396,555,571,2522
martes,1,septiembre,2020,2020-09-01,1644,744,758,3146
miercoles,2,septiembre,2020,2020-09-02,1715,670,743,3128
jueves,3,septiembre,2020,2020-09-03,1735,721,783,3239
viernes,4,septiembre,2020,2020-09-04,1804,693,713,3210
sabado,5,septiembre,2020,2020-09-05,1801,547,656,3004
domingo,6,septiembre,2020,2020-09-06,2312,563,845,3720
lunes,7,septiembre,2020,2020-09-07,1396,650,533,2579
martes,8,septiembre,2020,2020-09-08,1644,775,661,3080
miercoles,9,septiembre,2020,2020-09-09,1715,715,733,3163
jueves,10,septiembre,2020,2020-09-10,1735,661,591,2987
viernes,11,septiembre,2020,2020-09-11,1804,666,721,3191
sabado,12,septiembre,2020,2020-09-12,1801,659,632,3092
domingo,13,septiembre,2020,2020-09-13,2312,618,868,3798
lunes,14,septiembre,2020,2020-09-14,1396,594,609,2599
martes,15,septiembre,2020,2020-09-15,1644,626,625,2895
miercoles,16,septiembre,2020,2020-09-16,1715,435,553,2703
jueves,17,septiembre,2020,2020-09-17,1735,673,636,3044
viernes,18,septiembre,2020,2020-09-18,1804,554,496,2854
sabado,19,septiembre,2020,2020-09-19,1801,602,553,2956
domingo,20,septiembre,2020,2020-09-20,2312,572,689,3573
lunes,21,septiembre,2020,2020-09-21,1396,611,498,2505
martes,22,septiembre,2020,2020-09-22,1644,712,683,3039
miercoles,23,septiembre,2020,2020-09-23,1715,716,695,3126
jueves,24,septiembre,2020,2020-09-24,1735,749,660,3144
viernes,25,septiembre,2020,2020-09-25,1804,733,613,3150
sabado,26,septiembre,2020,2020-09-26,1801,653,710,3164
domingo,27,septiembre,2020,2020-09-27,2312,586,890,3788
lunes,28,septiembre,2020,2020-09-28,1396,660,620,2676
martes,29,septiembre,2020,2020-09-29,1644,633,571,2848
miercoles,30,septiembre,2020,2020-09-30,1715,750,670,3135
