Día de la semana,Día,Mes,Año,Fecha,Reforma,Revolución,Patriotismo,total
jueves,9,junio,2016,2016-06-09,2811,0,0,2811
viernes,10,junio,2016,2016-06-10,2556,0,0,2556
sabado,11,junio,2016,2016-06-11,1279,0,0,1279
domingo,12,junio,2016,2016-06-12,945,0,0,945
lunes,13,junio,2016,2016-06-13,2493,0,0,2493
martes,14,junio,2016,2016-06-14,2884,333,256,3473
miercoles,15,junio,2016,2016-06-15,2909,864,993,4766
jueves,16,junio,2016,2016-06-16,283,855,901,2039
viernes,17,junio,2016,2016-06-17,2695,889,856,4440
sabado,18,junio,2016,2016-06-18,132,562,506,1200
domingo,19,junio,2016,2016-06-19,846,471,394,1711
lunes,20,junio,2016,2016-06-20,1868,664,726,3258
martes,21,junio,2016,2016-06-21,2671,791,884,4346
miercoles,22,junio,2016,2016-06-22,2739,865,918,4522
jueves,23,junio,2016,2016-06-23,2802,841,956,4599
viernes,24,junio,2016,2016-06-24,2716,762,853,4331
sabado,25,junio,2016,2016-06-25,1087,479,438,2004
domingo,26,junio,2016,2016-06-26,1746,541,2533,4820
lunes,27,junio,2016,2016-06-27,2315,729,737,3781
martes,28,junio,2016,2016-06-28,2824,828,905,4557
miercoles,29,junio,2016,2016-06-29,2261,722,731,3714
jueves,30,junio,2016,2016-06-30,245,726,741,1712
viernes,1,julio,2016,2016-07-01,1675,492,450,2617
sabado,2,julio,2016,2016-07-02,1205,438,429,2072
domingo,3,julio,2016,2016-07-03,1074,474,579,2127
lunes,4,julio,2016,2016-07-04,2652,825,824,4301
martes,5,julio,2016,2016-07-05,2574,747,801,4122
miercoles,6,julio,2016,2016-07-06,2805,747,803,4355
jueves,7,julio,2016,2016-07-07,237,705,842,1784
viernes,8,julio,2016,2016-07-08,268,779,790,1837
sabado,9,julio,2016,2016-07-09,1487,550,488,2525
domingo,10,julio,2016,2016-07-10,1013,528,462,2003
lunes,11,julio,2016,2016-07-11,2315,616,731,3662
martes,12,julio,2016,2016-07-12,2484,730,758,3972
miercoles,13,julio,2016,2016-07-13,263,731,904,1898
jueves,14,julio,2016,2016-07-14,2739,819,851,4409
viernes,15,julio,2016,2016-07-15,2699,844,824,4367
sabado,16,julio,2016,2016-07-16,1223,533,437,2193
domingo,17,julio,2016,2016-07-17,988,413,457,1858
lunes,18,julio,2016,2016-07-18,2165,671,705,3541
martes,19,julio,2016,2016-07-19,2878,803,837,4518
miercoles,20,julio,2016,2016-07-20,2809,837,863,4509
jueves,21,julio,2016,2016-07-21,2675,803,801,4279
viernes,22,julio,2016,2016-07-22,2216,653,703,3572
sabado,23,julio,2016,2016-07-23,1345,554,471,2370
domingo,24,julio,2016,2016-07-24,934,436,450,1820
lunes,25,julio,2016,2016-07-25,1855,645,711,3211
martes,26,julio,2016,2016-07-26,2625,821,791,4237
miercoles,27,julio,2016,2016-07-27,2644,717,787,4148
jueves,28,julio,2016,2016-07-28,2577,753,833,4163
viernes,29,julio,2016,2016-07-29,1418,766,816,3000
sabado,30,julio,2016,2016-07-30,1471,505,405,2381
domingo,31,julio,2016,2016-07-31,1479,467,1396,3342
lunes,1,agosto,2016,2016-08-01,225,687,707,1619
martes,2,agosto,2016,2016-08-02,2262,688,733,3683
miercoles,3,agosto,2016,2016-08-03,2849,810,796,4455
jueves,4,agosto,2016,2016-08-04,2853,813,867,4533
viernes,5,agosto,2016,2016-08-05,2443,747,778,3968
sabado,6,agosto,2016,2016-08-06,961,438,396,1795
domingo,7,agosto,2016,2016-08-07,1024,419,388,1831
lunes,8,agosto,2016,2016-08-08,228,625,614,1467
martes,9,agosto,2016,2016-08-09,26,729,695,1450
miercoles,10,agosto,2016,2016-08-10,2804,795,914,4513
jueves,11,agosto,2016,2016-08-11,2906,811,897,4614
viernes,12,agosto,2016,2016-08-12,2406,770,840,4016
sabado,13,agosto,2016,2016-08-13,1423,535,519,2477
domingo,14,agosto,2016,2016-08-14,1105,501,550,2156
lunes,15,agosto,2016,2016-08-15,2712,845,930,4487
martes,16,agosto,2016,2016-08-16,2359,753,819,3931
miercoles,17,agosto,2016,2016-08-17,2739,736,824,4299
jueves,18,agosto,2016,2016-08-18,2848,827,921,4596
viernes,19,agosto,2016,2016-08-19,2261,722,866,3849
sabado,20,agosto,2016,2016-08-20,1192,524,430,2146
domingo,21,agosto,2016,2016-08-21,976,442,389,1807
lunes,22,agosto,2016,2016-08-22,2684,842,893,4419
martes,23,agosto,2016,2016-08-23,2404,747,860,4011
miercoles,24,agosto,2016,2016-08-24,1914,667,734,3315
jueves,25,agosto,2016,2016-08-25,2613,753,840,4206
viernes,26,agosto,2016,2016-08-26,2506,714,789,4009
sabado,27,agosto,2016,2016-08-27,1292,504,505,2301
domingo,28,agosto,2016,2016-08-28,1149,531,913,2593
lunes,29,agosto,2016,2016-08-29,2642,809,842,4293
martes,30,agosto,2016,2016-08-30,2925,884,1032,4841
miercoles,31,agosto,2016,2016-08-31,2976,972,103,4051
jueves,1,septiembre,2016,2016-09-01,2978,919,966,4863
viernes,2,septiembre,2016,2016-09-02,2704,852,934,4490
sabado,3,septiembre,2016,2016-09-03,1261,743,603,2607
domingo,4,septiembre,2016,2016-09-04,1142,370,428,1940
lunes,5,septiembre,2016,2016-09-05,2543,673,808,4024
martes,6,septiembre,2016,2016-09-06,3019,843,1003,4865
miercoles,7,septiembre,2016,2016-09-07,2931,840,990,4761
jueves,8,septiembre,2016,2016-09-08,299,932,997,2228
viernes,9,septiembre,2016,2016-09-09,2947,837,938,4722
sabado,10,septiembre,2016,2016-09-10,158,572,586,1316
domingo,11,septiembre,2016,2016-09-11,972,464,495,1931
lunes,12,septiembre,2016,2016-09-12,252,785,824,1861
martes,13,septiembre,2016,2016-09-13,2709,799,915,4423
miercoles,14,septiembre,2016,2016-09-14,2875,917,1011,4803
jueves,15,septiembre,2016,2016-09-15,2135,835,831,3801
viernes,16,septiembre,2016,2016-09-16,810,346,414,1570
sabado,17,septiembre,2016,2016-09-17,1244,430,403,2077
domingo,18,septiembre,2016,2016-09-18,1217,487,560,2264
lunes,19,septiembre,2016,2016-09-19,2807,837,927,4571
martes,20,septiembre,2016,2016-09-20,3001,887,1004,4892
miercoles,21,septiembre,2016,2016-09-21,2551,773,844,4168
jueves,22,septiembre,2016,2016-09-22,3505,1118,1216,5839
viernes,23,septiembre,2016,2016-09-23,2374,813,821,4008
sabado,24,septiembre,2016,2016-09-24,1171,569,534,2274
domingo,25,septiembre,2016,2016-09-25,1143,760,178,2081
lunes,26,septiembre,2016,2016-09-26,2842,785,852,4479
martes,27,septiembre,2016,2016-09-27,2691,770,924,4385
miercoles,28,septiembre,2016,2016-09-28,2028,552,631,3211
jueves,29,septiembre,2016,2016-09-29,2871,719,829,4419
viernes,30,septiembre,2016,2016-09-30,2538,791,815,4144
sabado,1,octubre,2016,2016-10-01,1588,491,527,2606
domingo,2,octubre,2016,2016-10-02,1204,520,475,2199
lunes,3,octubre,2016,2016-10-03,3473,937,960,5370
martes,4,octubre,2016,2016-10-04,3122,964,1063,5149
miercoles,5,octubre,2016,2016-10-05,3197,909,1073,5179
jueves,6,octubre,2016,2016-10-06,3013,917,1092,5022
viernes,7,octubre,2016,2016-10-07,2627,897,999,4523
sabado,8,octubre,2016,2016-10-08,1442,608,577,2627
domingo,9,octubre,2016,2016-10-09,812,341,355,1508
lunes,10,octubre,2016,2016-10-10,2623,931,921,4475
martes,11,octubre,2016,2016-10-11,2759,969,1086,4814
miercoles,12,octubre,2016,2016-10-12,2644,882,1001,4527
jueves,13,octubre,2016,2016-10-13,2907,893,1137,4937
viernes,14,octubre,2016,2016-10-14,2786,960,976,4722
sabado,15,octubre,2016,2016-10-15,1486,609,572,2667
domingo,16,octubre,2016,2016-10-16,956,541,451,1948
lunes,17,octubre,2016,2016-10-17,268,922,952,2142
martes,18,octubre,2016,2016-10-18,2919,1003,1121,5043
miercoles,19,octubre,2016,2016-10-19,2933,1018,1105,5056
jueves,20,octubre,2016,2016-10-20,2938,975,1043,4956
viernes,21,octubre,2016,2016-10-21,2667,872,1043,4582
sabado,22,octubre,2016,2016-10-22,1486,619,585,2690
domingo,23,octubre,2016,2016-10-23,114,507,478,1099
lunes,24,octubre,2016,2016-10-24,2909,911,1032,4852
martes,25,octubre,2016,2016-10-25,2998,1002,1148,5148
miercoles,26,octubre,2016,2016-10-26,3014,1002,111,4127
jueves,27,octubre,2016,2016-10-27,2922,865,105,3892
viernes,28,octubre,2016,2016-10-28,2668,872,966,4506
sabado,29,octubre,2016,2016-10-29,2708,819,1059,4586
domingo,30,octubre,2016,2016-10-30,1057,647,1214,2918
lunes,31,octubre,2016,2016-10-31,2437,826,940,4203
martes,1,noviembre,2016,2016-11-01,2583,860,1016,4459
miercoles,2,noviembre,2016,2016-11-02,1616,619,696,2931
jueves,3,noviembre,2016,2016-11-03,2514,834,957,4305
viernes,4,noviembre,2016,2016-11-04,2704,909,1017,4630
sabado,5,noviembre,2016,2016-11-05,1523,623,626,2772
domingo,6,noviembre,2016,2016-11-06,1103,597,474,2174
lunes,7,noviembre,2016,2016-11-07,2782,103,1022,3907
martes,8,noviembre,2016,2016-11-08,194,780,918,1892
miercoles,9,noviembre,2016,2016-11-09,1967,662,633,3262
jueves,10,noviembre,2016,2016-11-10,2245,626,676,3547
viernes,11,noviembre,2016,2016-11-11,2735,765,860,4360
sabado,12,noviembre,2016,2016-11-12,1486,511,513,2510
domingo,13,noviembre,2016,2016-11-13,1173,504,420,2097
lunes,14,noviembre,2016,2016-11-14,2697,801,961,4459
martes,15,noviembre,2016,2016-11-15,2751,874,104,3729
miercoles,16,noviembre,2016,2016-11-16,1988,585,655,3228
jueves,17,noviembre,2016,2016-11-17,2681,839,1017,4537
viernes,18,noviembre,2016,2016-11-18,2776,891,101,3768
sabado,19,noviembre,2016,2016-11-19,1132,449,434,2015
domingo,20,noviembre,2016,2016-11-20,921,392,473,1786
lunes,21,noviembre,2016,2016-11-21,1192,511,525,2228
martes,22,noviembre,2016,2016-11-22,276,869,1056,2201
miercoles,23,noviembre,2016,2016-11-23,2764,1005,1128,4897
jueves,24,noviembre,2016,2016-11-24,2784,955,1081,4820
viernes,25,noviembre,2016,2016-11-25,2651,960,973,4584
sabado,26,noviembre,2016,2016-11-26,1302,616,568,2486
domingo,27,noviembre,2016,2016-11-27,1009,494,563,2066
lunes,28,noviembre,2016,2016-11-28,2659,887,1076,4622
martes,29,noviembre,2016,2016-11-29,2941,959,1105,5005
miercoles,30,noviembre,2016,2016-11-30,2973,951,1155,5079
jueves,1,diciembre,2016,2016-12-01,284,930,1074,2288
viernes,2,diciembre,2016,2016-12-02,2592,920,108,3620
sabado,3,diciembre,2016,2016-12-03,1496,538,560,2594
domingo,4,diciembre,2016,2016-12-04,964,473,438,1875
lunes,5,diciembre,2016,2016-12-05,2844,961,105,3910
martes,6,diciembre,2016,2016-12-06,2916,952,1196,5064
miercoles,7,diciembre,2016,2016-12-07,3034,978,1119,5131
jueves,8,diciembre,2016,2016-12-08,2868,886,1038,4792
viernes,9,diciembre,2016,2016-12-09,2622,884,1002,4508
sabado,10,diciembre,2016,2016-12-10,1291,554,541,2386
domingo,11,diciembre,2016,2016-12-11,963,408,393,1764
lunes,12,diciembre,2016,2016-12-12,2336,787,919,4042
martes,13,diciembre,2016,2016-12-13,2847,954,1126,4927
miercoles,14,diciembre,2016,2016-12-14,2857,974,1125,4956
jueves,15,diciembre,2016,2016-12-15,225,784,1009,2018
viernes,16,diciembre,2016,2016-12-16,2408,809,904,4121
sabado,17,diciembre,2016,2016-12-17,1206,625,577,2408
domingo,18,diciembre,2016,2016-12-18,870,425,452,1747
lunes,19,diciembre,2016,2016-12-19,2538,801,864,4203
martes,20,diciembre,2016,2016-12-20,264,856,943,2063
miercoles,21,diciembre,2016,2016-12-21,2511,882,949,4342
jueves,22,diciembre,2016,2016-12-22,2393,797,839,4029
viernes,23,diciembre,2016,2016-12-23,2083,739,745,3567
sabado,24,diciembre,2016,2016-12-24,810,455,336,1601
domingo,25,diciembre,2016,2016-12-25,520,251,449,1220
lunes,26,diciembre,2016,2016-12-26,1834,562,571,2967
martes,27,diciembre,2016,2016-12-27,2078,660,716,3454
miercoles,28,diciembre,2016,2016-12-28,2116,665,667,3448
jueves,29,diciembre,2016,2016-12-29,2124,692,622,3438
viernes,30,diciembre,2016,2016-12-30,1793,643,565,3001
sabado,31,diciembre,2016,2016-12-31,913,404,331,1648
domingo,1,enero,2017,2017-01-01,636,273,435,1344
lunes,2,enero,2017,2017-01-02,206,677,722,1605
martes,3,enero,2017,2017-01-03,2441,849,896,4186
miercoles,4,enero,2017,2017-01-04,249,937,954,2140
jueves,5,enero,2017,2017-01-05,2819,895,906,4620
viernes,6,enero,2017,2017-01-06,2435,869,939,4243
sabado,7,enero,2017,2017-01-07,1269,672,530,2471
domingo,8,enero,2017,2017-01-08,928,504,473,1905
lunes,9,enero,2017,2017-01-09,276,948,1028,2252
martes,10,enero,2017,2017-01-10,3266,950,116,4332
miercoles,11,enero,2017,2017-01-11,2949,993,1159,5101
jueves,12,enero,2017,2017-01-12,2975,1039,1154,5168
viernes,13,enero,2017,2017-01-13,2844,1011,1021,4876
sabado,14,enero,2017,2017-01-14,1442,573,571,2586
domingo,15,enero,2017,2017-01-15,1245,567,551,2363
lunes,16,enero,2017,2017-01-16,2948,1023,1077,5048
martes,17,enero,2017,2017-01-17,3071,1019,1203,5293
miercoles,18,enero,2017,2017-01-18,2976,1072,1182,5230
jueves,19,enero,2017,2017-01-19,2974,1025,1177,5176
viernes,20,enero,2017,2017-01-20,2917,1035,1169,5121
sabado,21,enero,2017,2017-01-21,1456,691,627,2774
domingo,22,enero,2017,2017-01-22,1192,570,584,2346
lunes,23,enero,2017,2017-01-23,296,1113,1171,2580
martes,24,enero,2017,2017-01-24,3146,1131,1318,5595
miercoles,25,enero,2017,2017-01-25,3198,1096,1279,5573
jueves,26,enero,2017,2017-01-26,3178,1077,125,4380
viernes,27,enero,2017,2017-01-27,3025,1051,1206,5282
sabado,28,enero,2017,2017-01-28,1604,648,676,2928
domingo,29,enero,2017,2017-01-29,1204,595,1172,2971
lunes,30,enero,2017,2017-01-30,29,107,1192,1328
martes,31,enero,2017,2017-01-31,299,1135,1247,2681
miercoles,1,febrero,2017,2017-02-01,3078,121,1293,4492
jueves,2,febrero,2017,2017-02-02,3105,1093,1161,5359
viernes,3,febrero,2017,2017-02-03,3019,1135,1148,5302
sabado,4,febrero,2017,2017-02-04,1428,608,599,2635
domingo,5,febrero,2017,2017-02-05,1199,531,609,2339
lunes,6,febrero,2017,2017-02-06,1184,462,505,2151
martes,7,febrero,2017,2017-02-07,3114,1093,1233,5440
miercoles,8,febrero,2017,2017-02-08,3174,1164,1336,5674
jueves,9,febrero,2017,2017-02-09,3187,1089,1273,5549
viernes,10,febrero,2017,2017-02-10,3183,1127,1248,5558
sabado,11,febrero,2017,2017-02-11,1599,818,841,3258
domingo,12,febrero,2017,2017-02-12,1589,514,708,2811
lunes,13,febrero,2017,2017-02-13,2993,1119,1171,5283
martes,14,febrero,2017,2017-02-14,3191,1137,1304,5632
miercoles,15,febrero,2017,2017-02-15,321,1137,1291,2749
jueves,16,febrero,2017,2017-02-16,3171,1111,1278,5560
viernes,17,febrero,2017,2017-02-17,3031,1081,1159,5271
sabado,18,febrero,2017,2017-02-18,1545,699,669,2913
domingo,19,febrero,2017,2017-02-19,111,512,552,1175
lunes,20,febrero,2017,2017-02-20,3069,1102,1231,5402
martes,21,febrero,2017,2017-02-21,3283,1151,1306,5740
miercoles,22,febrero,2017,2017-02-22,3273,1155,1335,5763
jueves,23,febrero,2017,2017-02-23,3268,1166,1319,5753
viernes,24,febrero,2017,2017-02-24,309,1113,1218,2640
sabado,25,febrero,2017,2017-02-25,1559,672,652,2883
domingo,26,febrero,2017,2017-02-26,1223,587,1004,2814
lunes,27,febrero,2017,2017-02-27,2954,1047,1233,5234
martes,28,febrero,2017,2017-02-28,3238,1127,1323,5688
miercoles,1,marzo,2017,2017-03-01,3269,1168,1371,5808
jueves,2,marzo,2017,2017-03-02,3201,118,1359,4678
viernes,3,marzo,2017,2017-03-03,2921,1013,1199,5133
sabado,4,marzo,2017,2017-03-04,1468,670,629,2767
domingo,5,marzo,2017,2017-03-05,1214,504,534,2252
lunes,6,marzo,2017,2017-03-06,2992,1093,1199,5284
martes,7,marzo,2017,2017-03-07,3248,1103,1382,5733
miercoles,8,marzo,2017,2017-03-08,309,1141,1297,2747
jueves,9,marzo,2017,2017-03-09,289,972,1298,2559
viernes,10,marzo,2017,2017-03-10,2787,926,1152,4865
sabado,11,marzo,2017,2017-03-11,1557,636,667,2860
domingo,12,marzo,2017,2017-03-12,956,473,529,1958
lunes,13,marzo,2017,2017-03-13,285,981,1157,2423
martes,14,marzo,2017,2017-03-14,296,983,1189,2468
miercoles,15,marzo,2017,2017-03-15,2339,741,930,4010
jueves,16,marzo,2017,2017-03-16,2617,903,1138,4658
viernes,17,marzo,2017,2017-03-17,2978,941,1109,5028
sabado,18,marzo,2017,2017-03-18,1432,604,592,2628
domingo,19,marzo,2017,2017-03-19,1048,495,528,2071
lunes,20,marzo,2017,2017-03-20,1325,514,570,2409
martes,21,marzo,2017,2017-03-21,2997,108,1302,4407
miercoles,22,marzo,2017,2017-03-22,3195,1183,1327,5705
jueves,23,marzo,2017,2017-03-23,3235,1073,13,4321
viernes,24,marzo,2017,2017-03-24,2894,1115,1232,5241
sabado,25,marzo,2017,2017-03-25,1476,677,697,2850
domingo,26,marzo,2017,2017-03-26,1129,548,775,2452
lunes,27,marzo,2017,2017-03-27,2914,105,1221,4240
martes,28,marzo,2017,2017-03-28,3227,1119,1376,5722
miercoles,29,marzo,2017,2017-03-29,319,115,1363,1797
jueves,30,marzo,2017,2017-03-30,3303,1135,1161,5599
viernes,31,marzo,2017,2017-03-31,3094,1076,111,4281
sabado,1,abril,2017,2017-04-01,1565,650,543,2758
domingo,2,abril,2017,2017-04-02,1266,596,546,2408
lunes,3,abril,2017,2017-04-03,291,1033,880,2204
martes,4,abril,2017,2017-04-04,3242,1164,1161,5567
miercoles,5,abril,2017,2017-04-05,3192,1107,1251,5550
jueves,6,abril,2017,2017-04-06,2765,929,899,4593
viernes,7,abril,2017,2017-04-07,2925,1047,866,4838
sabado,8,abril,2017,2017-04-08,15,650,568,1233
domingo,9,abril,2017,2017-04-09,1258,566,539,2363
lunes,10,abril,2017,2017-04-10,2593,895,894,4382
martes,11,abril,2017,2017-04-11,2569,931,849,4349
miercoles,12,abril,2017,2017-04-12,2537,838,688,4063
jueves,13,abril,2017,2017-04-13,1464,530,384,2378
viernes,14,abril,2017,2017-04-14,1465,360,335,2160
sabado,15,abril,2017,2017-04-15,2274,774,725,3773
domingo,16,abril,2017,2017-04-16,1088,522,544,2154
lunes,17,abril,2017,2017-04-17,2323,840,657,3820
martes,18,abril,2017,2017-04-18,2209,787,1007,4003
miercoles,19,abril,2017,2017-04-19,3126,1044,1172,5342
jueves,20,abril,2017,2017-04-20,3269,1036,1206,5511
viernes,21,abril,2017,2017-04-21,3032,1062,901,4995
sabado,22,abril,2017,2017-04-22,1691,657,653,3001
domingo,23,abril,2017,2017-04-23,1185,613,620,2418
lunes,24,abril,2017,2017-04-24,2871,117,924,3912
martes,25,abril,2017,2017-04-25,3247,1143,1113,5503
miercoles,26,abril,2017,2017-04-26,3238,1205,114,4557
jueves,27,abril,2017,2017-04-27,3281,1117,928,5326
viernes,28,abril,2017,2017-04-28,3041,11,816,3868
sabado,29,abril,2017,2017-04-29,1567,703,624,2894
domingo,30,abril,2017,2017-04-30,1307,558,837,2702
lunes,1,mayo,2017,2017-05-01,1228,563,573,2364
martes,2,mayo,2017,2017-05-02,2896,1058,1269,5223
miercoles,3,mayo,2017,2017-05-03,3084,1151,1364,5599
jueves,4,mayo,2017,2017-05-04,2703,944,116,3763
viernes,5,mayo,2017,2017-05-05,2692,969,1119,4780
sabado,6,mayo,2017,2017-05-06,1584,717,735,3036
domingo,7,mayo,2017,2017-05-07,115,560,624,1299
lunes,8,mayo,2017,2017-05-08,2637,907,1114,4658
martes,9,mayo,2017,2017-05-09,3073,1177,1327,5577
miercoles,10,mayo,2017,2017-05-10,2681,928,111,3720
jueves,11,mayo,2017,2017-05-11,26,940,124,1090
viernes,12,mayo,2017,2017-05-12,2831,1079,1228,5138
sabado,13,mayo,2017,2017-05-13,1446,614,658,2718
domingo,14,mayo,2017,2017-05-14,1226,600,678,2504
lunes,15,mayo,2017,2017-05-15,6056,1101,1288,8445
martes,16,mayo,2017,2017-05-16,3159,1133,1411,5703
miercoles,17,mayo,2017,2017-05-17,3243,1178,1365,5786
jueves,18,mayo,2017,2017-05-18,3013,1064,1277,5354
viernes,19,mayo,2017,2017-05-19,3112,1107,1242,5461
sabado,20,mayo,2017,2017-05-20,1606,653,649,2908
domingo,21,mayo,2017,2017-05-21,136,561,783,1480
lunes,22,mayo,2017,2017-05-22,2628,896,114,3638
martes,23,mayo,2017,2017-05-23,3107,111,1366,4584
miercoles,24,mayo,2017,2017-05-24,3139,1077,1257,5473
jueves,25,mayo,2017,2017-05-25,2615,893,1112,4620
viernes,26,mayo,2017,2017-05-26,311,1092,1156,2559
sabado,27,mayo,2017,2017-05-27,156,688,663,1507
domingo,28,mayo,2017,2017-05-28,1485,556,950,2991
lunes,29,mayo,2017,2017-05-29,2778,992,1228,4998
martes,30,mayo,2017,2017-05-30,3064,1143,1278,5485
miercoles,31,mayo,2017,2017-05-31,2849,106,1139,4094
jueves,1,junio,2017,2017-06-01,2937,1002,1245,5184
viernes,2,junio,2017,2017-06-02,2992,1051,1177,5220
sabado,3,junio,2017,2017-06-03,1533,688,657,2878
domingo,4,junio,2017,2017-06-04,1183,588,634,2405
lunes,5,junio,2017,2017-06-05,2933,1002,1286,5221
martes,6,junio,2017,2017-06-06,2869,989,1267,5125
miercoles,7,junio,2017,2017-06-07,2727,994,1227,4948
jueves,8,junio,2017,2017-06-08,3016,1012,1213,5241
viernes,9,junio,2017,2017-06-09,2965,1119,2132,6216
sabado,10,junio,2017,2017-06-10,165,719,977,1861
domingo,11,junio,2017,2017-06-11,1193,624,774,2591
lunes,12,junio,2017,2017-06-12,293,1054,13,1360
martes,13,junio,2017,2017-06-13,2779,987,1298,5064
miercoles,14,junio,2017,2017-06-14,2498,890,199,3587
jueves,15,junio,2017,2017-06-15,3002,1069,2914,6985
viernes,16,junio,2017,2017-06-16,3016,102,1298,4416
sabado,17,junio,2017,2017-06-17,1538,749,714,3001
domingo,18,junio,2017,2017-06-18,968,607,618,2193
lunes,19,junio,2017,2017-06-19,2958,1015,128,4101
martes,20,junio,2017,2017-06-20,314,1142,1392,2848
miercoles,21,junio,2017,2017-06-21,3115,115,1402,4632
jueves,22,junio,2017,2017-06-22,3366,1134,1469,5969
viernes,23,junio,2017,2017-06-23,3111,1128,1317,5556
sabado,24,junio,2017,2017-06-24,1161,664,692,2517
domingo,25,junio,2017,2017-06-25,1286,590,1001,2877
lunes,26,junio,2017,2017-06-26,2335,883,1129,4347
martes,27,junio,2017,2017-06-27,2456,911,529,3896
miercoles,28,junio,2017,2017-06-28,2236,788,2776,5800
jueves,29,junio,2017,2017-06-29,2414,860,1301,4575
viernes,30,junio,2017,2017-06-30,2564,928,164,3656
sabado,1,julio,2017,2017-07-01,1327,556,913,2796
domingo,2,julio,2017,2017-07-02,971,579,2794,4344
lunes,3,julio,2017,2017-07-03,235,863,3384,4482
martes,4,julio,2017,2017-07-04,2442,893,3184,6519
miercoles,5,julio,2017,2017-07-05,2642,928,1027,4597
jueves,6,julio,2017,2017-07-06,4899,991,1107,6997
viernes,7,julio,2017,2017-07-07,5854,881,996,7731
sabado,8,julio,2017,2017-07-08,1199,475,508,2182
domingo,9,julio,2017,2017-07-09,924,493,595,2012
lunes,10,julio,2017,2017-07-10,13676,757,884,15317
martes,11,julio,2017,2017-07-11,10391,819,839,12049
miercoles,12,julio,2017,2017-07-12,7191,886,910,8987
jueves,13,julio,2017,2017-07-13,15012,900,1187,17099
viernes,14,julio,2017,2017-07-14,7291,1007,1041,9339
sabado,15,julio,2017,2017-07-15,1674,629,571,2874
domingo,16,julio,2017,2017-07-16,3013,600,679,4292
lunes,17,julio,2017,2017-07-17,1061,926,1077,3064
martes,18,julio,2017,2017-07-18,17327,914,1111,19352
miercoles,19,julio,2017,2017-07-19,2644,1017,1061,4722
jueves,20,julio,2017,2017-07-20,2947,959,1081,4987
viernes,21,julio,2017,2017-07-21,2929,878,963,4770
sabado,22,julio,2017,2017-07-22,1099,627,558,2284
domingo,23,julio,2017,2017-07-23,1157,423,580,2160
lunes,24,julio,2017,2017-07-24,2129,693,814,3636
martes,25,julio,2017,2017-07-25,2104,773,917,3794
miercoles,26,julio,2017,2017-07-26,2644,849,990,4483
jueves,27,julio,2017,2017-07-27,2947,922,967,4836
viernes,28,julio,2017,2017-07-28,2929,932,971,4832
sabado,29,julio,2017,2017-07-29,1099,626,504,2229
domingo,30,julio,2017,2017-07-30,1157,590,899,2646
lunes,31,julio,2017,2017-07-31,2129,992,1022,4143
martes,1,agosto,2017,2017-08-01,2104,1019,1103,4226
miercoles,2,agosto,2017,2017-08-02,2644,1049,1125,4818
jueves,3,agosto,2017,2017-08-03,2947,916,948,4811
viernes,4,agosto,2017,2017-08-04,2929,897,985,4811
sabado,5,agosto,2017,2017-08-05,1099,672,572,2343
domingo,6,agosto,2017,2017-08-06,1157,620,552,2329
lunes,7,agosto,2017,2017-08-07,2129,974,104,3207
martes,8,agosto,2017,2017-08-08,2104,1068,1203,4375
miercoles,9,agosto,2017,2017-08-09,2644,932,103,3679
jueves,10,agosto,2017,2017-08-10,2947,551,595,4093
viernes,11,agosto,2017,2017-08-11,2929,905,1006,4840
sabado,12,agosto,2017,2017-08-12,1099,672,564,2335
domingo,13,agosto,2017,2017-08-13,1157,552,549,2258
lunes,14,agosto,2017,2017-08-14,2129,916,1046,4091
martes,15,agosto,2017,2017-08-15,2104,1062,1106,4272
miercoles,16,agosto,2017,2017-08-16,2644,1028,1027,4699
jueves,17,agosto,2017,2017-08-17,2947,921,967,4835
viernes,18,agosto,2017,2017-08-18,2929,873,877,4679
sabado,19,agosto,2017,2017-08-19,1099,652,512,2263
domingo,20,agosto,2017,2017-08-20,1157,547,647,2351
lunes,21,agosto,2017,2017-08-21,2129,969,1101,4199
martes,22,agosto,2017,2017-08-22,2104,1111,1054,4269
miercoles,23,agosto,2017,2017-08-23,2644,1088,1217,4949
jueves,24,agosto,2017,2017-08-24,2947,104,607,3658
viernes,25,agosto,2017,2017-08-25,2929,945,1217,5092
sabado,26,agosto,2017,2017-08-26,1099,595,760,2454
domingo,27,agosto,2017,2017-08-27,1157,580,756,2494
lunes,28,agosto,2017,2017-08-28,2129,723,639,3491
martes,29,agosto,2017,2017-08-29,2104,773,1121,3999
miercoles,30,agosto,2017,2017-08-30,2644,711,1401,4756
jueves,31,agosto,2017,2017-08-31,2947,795,1628,5370
viernes,1,septiembre,2017,2017-09-01,2929,732,956,4617
sabado,2,septiembre,2017,2017-09-02,1099,596,549,2244
domingo,3,septiembre,2017,2017-09-03,1157,591,582,2331
lunes,4,septiembre,2017,2017-09-04,2129,794,750,3674
martes,5,septiembre,2017,2017-09-05,2104,881,1116,4102
miercoles,6,septiembre,2017,2017-09-06,2644,802,868,4314
jueves,7,septiembre,2017,2017-09-07,2947,896,779,4622
viernes,8,septiembre,2017,2017-09-08,2929,887,956,4772
sabado,9,septiembre,2017,2017-09-09,1099,455,261,1815
domingo,10,septiembre,2017,2017-09-10,1157,494,419,2070
lunes,11,septiembre,2017,2017-09-11,2129,1012,1055,4196
martes,12,septiembre,2017,2017-09-12,2104,1093,1167,4364
